Column1,name,keyword,content,tags,address
12,카멜리아힐,테마관광,"처음으로 함께한 가족여행 제주도~ 수국이 활짝핀 카멜리아힐은 정말 아름다웠습니다. 아름다운 꽃과 함께 예쁜 사진을 많이 남겼어요^^ 중간중간 포토존이 많아 연인들, 셀프웨딩촬영도 좋을거 같아요~ 아이들은 여기저기 다닌다고 바쁘고~ 어머니 아버지는 꽃사진 찍으신다고 바쁘셨네요^^ 꽃을 좋아하신다면 꼭! 추천해드려요 동백꽃이 필때쯤 또 한번 방문해보고 싶습니다^^","['#5월엔제주', '#카멜리아힐', '#가족여행', '#제주여행']",제주 서귀포시 안덕면 병악로 166
13,카멜리아힐,테마관광,수국수국한 5월의 제주입니다??,"['#5월엔제주#카멜리아힐', '##제주도수국축제', '##제주도사진찍기좋은곳']",제주 서귀포시 안덕면 병악로 166
14,카멜리아힐,테마관광,"#제주도 #가을여행 #가을가족
#카멜리아힐 #짧지만굵은여행","['#제주도', '#가을여행', '#가을가족', '#카멜리아힐', '#짧지만굵은여행']",제주 서귀포시 안덕면 병악로 166
15,카멜리아힐,테마관광,#제주 #가을제주 #카멜리아힐 #붉게물든 #동백꽃 #알록달록 #단풍,"['#제주', '#가을제주', '#카멜리아힐', '#붉게물든', '#동백꽃', '#알록달록', '#단풍']",제주 서귀포시 안덕면 병악로 166
16,카멜리아힐,테마관광,"#가족여행
#까멜리아힐
#비오는제주
#언제나멋진곳
#항상가고싶은곳
꼭 한번 가보고싶었던 까멜리아힐을 갔는데 애석하게도 비가왔지만 그래두 내가 생각했던곳보다 훨씬 더 아름답고 멋진곳~동백꽃이 만개할때 다시 한번가봐야지~!","['#가족여행', '#까멜리아힐', '#비오는제주', '#언제나멋진곳', '#항상가고싶은곳']",제주 서귀포시 안덕면 병악로 166
17,카멜리아힐,테마관광,"#제주가을 #카멜리아힐 #태교여행
카멜리아힐에서 웨딩셀프촬영을 했던곳이라
아기를 품고 다시한번 찾아간 카멜리아힐
제주가을에 카멜리아힐에 가면 동백꽃도 만날 수 있어요^^
아름답게 빛나는 숲과 전구들 사이에서는 멋진 포토스팟도 있답니다~","['#제주가을', '#카멜리아힐', '#태교여행']",제주 서귀포시 안덕면 병악로 166
18,카멜리아힐,테마관광,#제주가을#카멜리아힐#제주여행,"['#제주가을', '#카멜리아힐', '#제주여행']",제주 서귀포시 안덕면 병악로 166
19,카멜리아힐,테마관광,#카멜리아힐 #수국 #6월여행지 #수국여행지 #카멜리아힐수국,"['#카멜리아힐', '#수국', '#6월여행지', '#수국여행지', '#카멜리아힐수국']",제주 서귀포시 안덕면 병악로 166
20,카멜리아힐,테마관광,"우리는 얼마나 많이 이 봄, 이 여름, 이 가을이 아니면 못 볼 꽃을 그냥 지나쳐왔을까요.

#여름 #제주 #카멜리아힐 #겨울엔동백 #여름엔수국","['#여름', '#제주', '#카멜리아힐', '#겨울엔동백', '#여름엔수국']",제주 서귀포시 안덕면 병악로 166
21,카멜리아힐,테마관광,#여름 #카멜리아힐 #서귀포여행 #데이트스냅 #커플스냅 #산책 #가족여행 장소로 추천!! #수국 #동백꽃 필 때도 다시 가보고 싶은 곳 #제주도데이트 #데이트 #커플 #아기자기 #예쁜공원,"['#여름', '#카멜리아힐', '#서귀포여행', '#데이트스냅', '#커플스냅', '#산책', '#가족여행', '#수국', '#동백꽃', '#제주도데이트', '#데이트', '#커플', '#아기자기', '#예쁜공원']",제주 서귀포시 안덕면 병악로 166
22,카멜리아힐,테마관광,#여름 #카멜리아힐 #더움 #그래도이뻐,"['#여름', '#카멜리아힐', '#더움', '#그래도이뻐']",제주 서귀포시 안덕면 병악로 166
23,카멜리아힐,테마관광,#카멜리아 힐에서 간만에 여유를 느껴본것 같아요!!,['#카멜리아'],제주 서귀포시 안덕면 병악로 166
24,카멜리아힐,테마관광,#카멜리아힐 #동백,"['#카멜리아힐', '#동백']",제주 서귀포시 안덕면 병악로 166
25,카멜리아힐,테마관광,"#수국 이 만발하던 #카멜리아힐 에서.
엄마아빠의 우주.
사랑하는 너와.우리와 함께♡","['#수국', '#카멜리아힐']",제주 서귀포시 안덕면 병악로 166
26,카멜리아힐,테마관광,#태풍안옴 #첫 우정여행??,"['#태풍안옴', '#첫']",제주 서귀포시 안덕면 병악로 166
27,카멜리아힐,테마관광,"저 사진그대로 힐링 하고 왔어요 ^-^!!! 입장료가 아깝지 않을 정도로 인생사진 건질수 있는 곳이에요! 지루하지 않도록 구간마다 너무 예쁜 꽃들 나무들로 이루어졌어요 카멜리아힐 안에 카페도 관광지안에 있어서 비쌀줄 알았는데 너무 저렴하고 맛있고 또 직원분들 모두 친절해요! 봄, 여름 둘다 갔었는데 계절마다 다른 매력이 있어요~ 꼭 다녀오세용","['#꽃', '#카멜리아힐', '#동백동산', '#제주도']",제주 서귀포시 안덕면 병악로 166
28,카멜리아힐,테마관광,사진 한컷 !!,[],제주 서귀포시 안덕면 병악로 166
29,카멜리아힐,테마관광,#비글 #커플 #항공과 #두번째여행,"['#비글', '#커플', '#항공과', '#두번째여행']",제주 서귀포시 안덕면 병악로 166
30,카멜리아힐,테마관광,사실여기는 제주의 어떤 그런 고유함보다는 포토존 그자체가 어울린다. 그뿐이다..,[],제주 서귀포시 안덕면 병악로 166
31,카멜리아힐,테마관광,#카멜리아힐 #꽃 #꽃구경 #포토존 #제주딸기 #제주베리베리굿,"['#카멜리아힐', '#꽃', '#꽃구경', '#포토존', '#제주딸기', '#제주베리베리굿']",제주 서귀포시 안덕면 병악로 166
32,카멜리아힐,테마관광,"#제주43 #제주43평화공원
평화공원 가봐야겠네요.. 동백꽃이 희생자들을 의미한다하여 동백꽃 사진공유합니다,","['#제주43', '#제주43평화공원']",제주 서귀포시 안덕면 병악로 166
33,카멜리아힐,테마관광,#겨울제주#제주도동백#카멜리아힐,"['#겨울제주', '#제주도동백', '#카멜리아힐']",제주 서귀포시 안덕면 병악로 166
34,카멜리아힐,테마관광,"#겨울제주 #카멜리아힐 #동백꽃
친구와 함께 놀러갔던 카멜리아힐
겨울에 느낄 수 있는 동백의 정취, 그 아름다움에 깊이 깊이 빠질 수 있었던 시간
좀 추웠지만 그래도 정말 정말 좋았습니다","['#겨울제주', '#카멜리아힐', '#동백꽃']",제주 서귀포시 안덕면 병악로 166
35,카멜리아힐,테마관광,사진찍기 좋은곳!,[],제주 서귀포시 안덕면 병악로 166
36,카멜리아힐,테마관광,#카멜리아힐 #LOVE YOU #반짝반짝 #전구 #눈도귀도마음도산책중 #사랑해 #동백꽃 #사진찍기좋은곳 #인생샷,"['#카멜리아힐', '#LOVE', '#반짝반짝', '#전구', '#눈도귀도마음도산책중', '#사랑해', '#동백꽃', '#사진찍기좋은곳', '#인생샷']",제주 서귀포시 안덕면 병악로 166
37,카멜리아힐,테마관광,"너무나도 유명한곳이죠
예쁜 인생샷 찍으시고 싶으시다면 강추
저는 겨울에서 봄사이 갔었었는데
빨간 동백꽃이 너무 예뻤어요.
사진찍을곳이 엄청 많고
여러가지 테마로 너무 유명한곳이죠",[],제주 서귀포시 안덕면 병악로 166
38,카멜리아힐,테마관광,혼자 제주도 여행으로 갔었는데 사진 찍을 예쁜 곳이 너무 많아서 좋았습니다. 삼각대로 혼자 사진스팟에서 마구 놀았는데 정말 전구로 꾸며놓은 곳도 좋고 실내카페정원도 좋고 입장권부터 예쁜곳입니다 왕추천!!합니다,[],제주 서귀포시 안덕면 병악로 166
39,카멜리아힐,테마관광,"꽂보다 아짐들의 아름다운 여행.
2017.11.3-5 제주로 고고<",[],제주 서귀포시 안덕면 병악로 166
40,카멜리아힐,테마관광,"갈까말까~ 스케즐이 꼬여서 못갈뻔했는데 안가면 엄청 후회할뻔했어요
동양에서 가장 규모가 큰 동백수목원 평생 볼 동백을 눈으로 가득 담아 왔답니다.",[],제주 서귀포시 안덕면 병악로 166
41,카멜리아힐,테마관광,#카멜리아힐 #카멜리아 #동백 #아기동백,"['#카멜리아힐', '#카멜리아', '#동백', '#아기동백']",제주 서귀포시 안덕면 병악로 166
42,카멜리아힐,테마관광,아름다운 자연 속에서 여유로운 시간을 보낼 수 있어서 더욱더 기억에 남는 것 같습니다!,[],제주 서귀포시 안덕면 병악로 166
43,카멜리아힐,테마관광,"#제주도 #겨울여행 #동백꽃 #사진찍기좋은곳 #포토존

수목원이지만 곳곳에 포토존과 소소한 구경거리들이 있어서 한바퀴 도는데 지루하지않고 놀기 좋은곳!
친구들과 제일 사진 많이 찍은곳이 아닐까 싶은...곳 중 하나, 꽃이 활짝 피지 않아서 아쉬웠지만 그래서 다시 와보고 싶은곳",[],제주 서귀포시 안덕면 병악로 166
44,카멜리아힐,테마관광,구석구석 포토존과 자연이 어우러져 너무좋았다 여름에가서 동백꽃은 볼 수없었지만 푸릇푸릇한 그 자체의 잎들을 보는것만으로도 힐링되는 시간이었다 이번은 겨울에 방문해서 겨울의 제주를 감상하고싶다.,[],제주 서귀포시 안덕면 병악로 166
45,카멜리아힐,테마관광,"겨울에 동백꽃 보러 갔던 카멜리아힐! 생각보다 넓은 공간 곳곳에 포토존이 가득해요! 산책로, 나무, 벤치 하나하나 정성이 묻어있는 느낌? 제주에서 기념사진 남기기에 너무 좋은 곳이예요! 단점은 아이들에게는 특히 남자아이에게는 다소 심심하고 다리만 아픈? 곳이 될 수도 있어요^^",[],제주 서귀포시 안덕면 병악로 166
46,카멜리아힐,테마관광,"사진 찍으려는 관광객을 많이 볼 수 있는 공간.
잘 갖춰진 카페와 온실. 비교적 넓은 주차공간.",[],제주 서귀포시 안덕면 병악로 166
47,카멜리아힐,테마관광,#제주도 #가을 #가족 #카멜리아힐 #사진찍기좋은곳 우리 가족 카멜리아힐 에서 찍은 가족사진 이 액자에 있답니다! 단풍도 이쁘고 꽃들도 이쁘고 돈이 아깝지 않게 잘 꾸며놨더라구요! 제주도 는 바다 보는 재미도 있지만 이렇게 잘 꾸며진 정원도 참 좋탑니다 아이들도 꽃 보느라 정신없이 즐겁게 잘 놀더라구요! 가족 사진 찍도록 장소도 잘 만들어 놨고 푯말 들도 잘 되어 있어 참 좋았답니다,[],제주 서귀포시 안덕면 병악로 166
48,카멜리아힐,테마관광,"패키지 상품으로 카멜리아힐을 들렸었는데 사유지 였지만 정말 잘 조성되어있어
방문객도 많고 사진 찍는 명소였습니다. 전구가 대롱대롱 설치되어 있는부분도 특이했구요
또 제주 가면 방문하고싶어요",[],제주 서귀포시 안덕면 병악로 166
49,카멜리아힐,테마관광,#제주여행 #제주셀프웨딩 #제주태교여행 #가을제주 #예비맘 #카멜리아힐,"['#제주여행', '#제주셀프웨딩', '#제주태교여행', '#가을제주', '#예비맘', '#카멜리아힐']",제주 서귀포시 안덕면 병악로 166
50,카멜리아힐,테마관광,"1. 사진찍으러 가기에는 Good!! 너무 좋아요!!
제주도 분위기가 있긴 하지만, 제주도만의 풍경으로는 저는 다른 곳을 추천해요. 섭지코지 이런곳!! 그치만 이쁜 옷입고 이쁜 배경에 사진 남기기에는 좋답니다 ㅎㅎ
2. 오전에 가시는 게 좋을거같아요~
저는 오전에 가서 사람이 생각보다 얼마없어서 사진찍을때 불편한 점은 없던 거같아요! 다 보고 나올때 사람이 몰리더라구여 ㅎㅎ
3. 다 둘러보고 사진찍고 나오는데 한시간내외면 충분할 것 같습니다!!
4. 주차공간도 넓게 잘 되어 있어요!!",[],제주 서귀포시 안덕면 병악로 166
51,카멜리아힐,테마관광,#제주도 #가을 #로맨틱 #카멜리아힐 #태교여행 #성공적 #아가야 #우리곁에와줘서고마워,"['#제주도', '#가을', '#로맨틱', '#카멜리아힐', '#태교여행', '#성공적', '#아가야', '#우리곁에와줘서고마워']",제주 서귀포시 안덕면 병악로 166
52,카멜리아힐,테마관광,#스무살 #뚜벅이여행 #동백 #??,"['#스무살', '#뚜벅이여행', '#동백']",제주 서귀포시 안덕면 병악로 166
53,카멜리아힐,테마관광,"가족과 함께 사진 찍기 이뻤던곳 카멜리아힐 너무 좋았답니다
#제주도 #제주도여행 #국내여행 #서귀포 #카멜리아힐 #동백꽃 #돌하르방 #아름다운곳",[],제주 서귀포시 안덕면 병악로 166
54,카멜리아힐,테마관광,"#가족여행
#삼촌찾아삼만리","['#가족여행', '#삼촌찾아삼만리']",제주 서귀포시 안덕면 병악로 166
55,카멜리아힐,테마관광,#가을제주 #카멜리아힐 #아직은신혼부부 #태교여행 #다음엔유모차와함께 #힐링제주,"['#가을제주', '#카멜리아힐', '#아직은신혼부부', '#태교여행', '#다음엔유모차와함께', '#힐링제주']",제주 서귀포시 안덕면 병악로 166
56,카멜리아힐,테마관광,#제주가을 #카멜리아힐,"['#제주가을', '#카멜리아힐']",제주 서귀포시 안덕면 병악로 166
57,카멜리아힐,테마관광,명성에 걸맞게 너무나 예쁜곳이였어요. 사진찍을 스팟도 굉장히 많았어요. 인위적인 느낌이 아니라 자연과 어우러지는 제주도만의 사진공간이라 더욱 좋았어요. 푸르름과 아름다운 꽃들이 어우러져 여유롭게 공기좋은 곳에서 산책하며 추억을 남길 수 있었던 곳이였어요~????,[],제주 서귀포시 안덕면 병악로 166
58,카멜리아힐,테마관광,#제주도 #카멜리아힐 #캠퍼스커플답게 #커플스럽게 #사랑은_비눗방울을_타고 #푸른잔디 #푸른바다 #그게바로제주도 #여행스타그램 #럽스타그램,"['#제주도', '#카멜리아힐', '#캠퍼스커플답게', '#커플스럽게', '#사랑은', '#푸른잔디', '#푸른바다', '#그게바로제주도', '#여행스타그램', '#럽스타그램']",제주 서귀포시 안덕면 병악로 166
59,카멜리아힐,테마관광,#제주가을 #카멜리아힐,"['#제주가을', '#카멜리아힐']",제주 서귀포시 안덕면 병악로 166
60,카멜리아힐,테마관광,여긴... 남자친구와 와야겠다...,[],제주 서귀포시 안덕면 병악로 166
61,카멜리아힐,테마관광,"#2017년 제주여행기
#가족여행
#제주의 아름다움과 선율을 만끽하면 행복한 가족풍경을 그려보는 시간입니다. 사랑합니다.^^","['#2017년', '#가족여행', '#제주의']",제주 서귀포시 안덕면 병악로 166
62,카멜리아힐,테마관광,#제주 #가을제주 #제주여행공유 #카멜리아힐 #동백 #사진찍기좋은곳 #visit_jeju #visit #jeju,"['#제주', '#가을제주', '#제주여행공유', '#카멜리아힐', '#동백', '#사진찍기좋은곳', '#visit', '#visit', '#jeju']",제주 서귀포시 안덕면 병악로 166
63,카멜리아힐,테마관광,"올해만 벌써 3번째 제주도를 다녀왔는데요, 갈때마다 카메리아힐은 너무 좋아서 매번 다시 찾게 되는곳 입니다. 강추입니다",[],제주 서귀포시 안덕면 병악로 166
64,카멜리아힐,테마관광,저는 제주도를 사랑하는 고등학생 2학년 이에요 작년까지 약 3년정도 제주도에서기숙사학교에 다닐때 종종 엄마가 저를 보러 오셨었는데 카멜리아힐에 갔던 날은 저의 외할머니와 함께 계서서 저에겐 아주 기쁜 날이였어요 저의 외할머니가 동백꽃을 제일 좋아하셔서 가게 되었는데 그때 좀 쌀쌀했지만 예쁜 동백꽃을 보며 걷는게 넘 좋았었어요~^^,[],제주 서귀포시 안덕면 병악로 166
65,카멜리아힐,테마관광,#엄마랑 생애첫 단둘 모녀여행 떨어져 지내다보니 시간이 없어서 떨어져 지내시간 10년.. 처음 모녀여행ㅎㅎㅎ,['#엄마랑'],제주 서귀포시 안덕면 병악로 166
66,카멜리아힐,테마관광,"베트남으로 시집 간 언니와 함께 다녀온 #가을제주 #카멜리아힐 #제주여행 #자매여행
다시 가고 싶은 #추억
언제가도 좋은 #제주도 #떠나요둘이서","['#가을제주', '#카멜리아힐', '#제주여행', '#자매여행', '#추억', '#제주도', '#떠나요둘이서']",제주 서귀포시 안덕면 병악로 166
67,카멜리아힐,테마관광,#카멜리아힐에서 바닐라와 함께 인생사진,['#카멜리아힐에서'],제주 서귀포시 안덕면 병악로 166
68,카멜리아힐,테마관광,"순수한 제주에서 32개월 순수한 아이의 만남은 아름다웠어요
블로그포스팅도 했어요!
https://m.blog.naver.com/PostView.nhn?blogId=sm100098&logNo=221047742956&navType=tl&proxyReferer=http%3A%2F%2Fm.blog.naver.com%2FPostList.nhn%3FblogId%3Dsm100098%26currentPage%3D4",[],제주 서귀포시 안덕면 병악로 166
69,카멜리아힐,테마관광,#좋은냄새#좋은시간,"['#좋은냄새', '#좋은시간']",제주 서귀포시 안덕면 병악로 166
70,카멜리아힐,테마관광,"#숲속이라#덥지도않고#사진도예쁨#커플천국이였지만
#우리가더이뻐 #카멜리아힐 #돈아깝지않아 #사진이잘나와 #푸릇푸릇해","['#숲속이라', '#덥지도않고', '#사진도예쁨', '#커플천국이였지만', '#우리가더이뻐', '#카멜리아힐', '#돈아깝지않아', '#사진이잘나와', '#푸릇푸릇해']",제주 서귀포시 안덕면 병악로 166
71,카멜리아힐,테마관광,#제주#여름휴가#자매#아들#딸#카멜리아힐#가족,"['#제주', '#여름휴가', '#자매', '#아들', '#딸', '#카멜리아힐', '#가족']",제주 서귀포시 안덕면 병악로 166
72,카멜리아힐,테마관광,"#제주도 #카멜리아힐 화창한 #5월의제주도
#가족여행 저기선 부모님도 #연애시절 돌아간듯 꽁냥꽁냥한 사진도 많이 찍으셨어요~
#인생샷 건지기 너무 좋게 잘 꾸며져있고, 천천히 걸으며 산책도 할수있는
#제주핫스팟
#제주여행공유 많은 도움받고 #즐거운여행","['#제주도', '#카멜리아힐', '#5월의제주도', '#가족여행', '#연애시절', '#인생샷', '#제주핫스팟', '#제주여행공유', '#즐거운여행']",제주 서귀포시 안덕면 병악로 166
73,카멜리아힐,테마관광,"#카멜리아힐 #카페 #커피한잔의 여유..
카멜리아힐은 언제가도 여유롭고 낭만적이예요. 중간에 카페도 있는데 여러가지 차를 팝니다.
그외에도 SNS에서 보는 포토존이 많아서 커플끼리 강력 추천해요~!","['#카멜리아힐', '#카페', '#커피한잔의']",제주 서귀포시 안덕면 병악로 166
74,카멜리아힐,테마관광,#카멜리아힐,['#카멜리아힐'],제주 서귀포시 안덕면 병악로 166
75,카멜리아힐,테마관광,#카멜리아힐 #이쁨 #사진스팟,"['#카멜리아힐', '#이쁨', '#사진스팟']",제주 서귀포시 안덕면 병악로 166
76,카멜리아힐,테마관광,#카멜리아힐,['#카멜리아힐'],제주 서귀포시 안덕면 병악로 166
77,카멜리아힐,테마관광,#카멜리아힐 #제주사진스팟 #제주스냅 #제주사진,"['#카멜리아힐', '#제주사진스팟', '#제주스냅', '#제주사진']",제주 서귀포시 안덕면 병악로 166
78,카멜리아힐,테마관광,#카멜리아힐 #꽃 #아름다움 #자연 #벗 #친구 #행복 #사랑해,"['#카멜리아힐', '#꽃', '#아름다움', '#자연', '#벗', '#친구', '#행복', '#사랑해']",제주 서귀포시 안덕면 병악로 166
79,카멜리아힐,테마관광,"#카멜리아힐

동백이 피는 계절도, 동백이 뚝뚝 떨어지는 계절도 아름다운 곳",['#카멜리아힐'],제주 서귀포시 안덕면 병악로 166
80,카멜리아힐,테마관광,#카멜리아힐#수국축제,"['#카멜리아힐', '#수국축제']",제주 서귀포시 안덕면 병악로 166
81,카멜리아힐,테마관광,#카멜리아힐 #그린그린 #수국 #커플사진,"['#카멜리아힐', '#그린그린', '#수국', '#커플사진']",제주 서귀포시 안덕면 병악로 166
82,카멜리아힐,테마관광,"#카멜리아힐
#인생샷나오는곳
#연인과산책하기좋은곳
#가족사진찍기좋은곳","['#카멜리아힐', '#인생샷나오는곳', '#연인과산책하기좋은곳', '#가족사진찍기좋은곳']",제주 서귀포시 안덕면 병악로 166
83,카멜리아힐,테마관광,#카멜리아힐#수국#꼬마사진작가#하나둘셋#찰칵#또가고싶다#찌니네가족여행,"['#카멜리아힐', '#수국', '#꼬마사진작가', '#하나둘셋', '#찰칵', '#또가고싶다', '#찌니네가족여행']",제주 서귀포시 안덕면 병악로 166
84,카멜리아힐,테마관광,저번 제주도 여행 때 못가서 너무나 아쉬웠던 #카멜리아힐에 저번주에 다녀왔어요! 사랑하는 사람과 함께 가서 인생샷 찍기에 최고의 장소인 것 같아요^_^,['#카멜리아힐에'],제주 서귀포시 안덕면 병악로 166
85,카멜리아힐,테마관광,#카멜리아힐 수국이 수국수국,['#카멜리아힐'],제주 서귀포시 안덕면 병악로 166
86,카멜리아힐,테마관광,#외국인남친 #제주도 #첫방문 #행복 #너무넓어요 #여행 #꽃 #데일리,"['#외국인남친', '#제주도', '#첫방문', '#행복', '#너무넓어요', '#여행', '#꽃', '#데일리']",제주 서귀포시 안덕면 병악로 166
87,카멜리아힐,테마관광,#제주도 #제주도여행 #카멜리아힐 #동백군락,"['#제주도', '#제주도여행', '#카멜리아힐', '#동백군락']",제주 서귀포시 안덕면 병악로 166
88,카멜리아힐,테마관광,#제주도여행 #빛이너무예뻐서 #카멜리아힐,"['#제주도여행', '#빛이너무예뻐서', '#카멜리아힐']",제주 서귀포시 안덕면 병악로 166
89,카멜리아힐,테마관광,#수국수국#카멜리아힐#중국친구#동생과여행,"['#수국수국', '#카멜리아힐', '#중국친구', '#동생과여행']",제주 서귀포시 안덕면 병악로 166
90,카멜리아힐,테마관광,#겨울에도 #초록초록 한 제주도,"['#겨울에도', '#초록초록']",제주 서귀포시 안덕면 병악로 166
91,카멜리아힐,테마관광,"#카멜리아힐
#사진찍을 포인트가 많은 곳!!
#이쁜사진 건질수 있어요^^
#여러 종류 꽃들도 너무 많아요","['#카멜리아힐', '#사진찍을', '#이쁜사진', '#여러']",제주 서귀포시 안덕면 병악로 166
92,카멜리아힐,테마관광,#제주도 #제주여행 #서귀포시 #카멜리아힐 #커플천국 #꽃밭 #가랜드 #인생샷 #도전 #돌하르방 #듬직하다 #반해버림 #여행스타그램 #여행이좋다 #소통,"['#제주도', '#제주여행', '#서귀포시', '#카멜리아힐', '#커플천국', '#꽃밭', '#가랜드', '#인생샷', '#도전', '#돌하르방', '#듬직하다', '#반해버림', '#여행스타그램', '#여행이좋다', '#소통']",제주 서귀포시 안덕면 병악로 166
93,카멜리아힐,테마관광,#카멜리아힐 #수국,"['#카멜리아힐', '#수국']",제주 서귀포시 안덕면 병악로 166
94,카멜리아힐,테마관광,"#인생샷 #사진찍기좋은곳 #입장료티몬 #군인할인
셀프로 찍기엔 넘 힘둘다ㅋㅋㅋ
찍을곳은 많은데 기다리는 사람들이 마늠ㅋㅋㅋ","['#인생샷', '#사진찍기좋은곳', '#입장료티몬', '#군인할인']",제주 서귀포시 안덕면 병악로 166
95,카멜리아힐,테마관광,#카멜리아힐 #힐링여행 #제주여행 #보정필요없는풍경,"['#카멜리아힐', '#힐링여행', '#제주여행', '#보정필요없는풍경']",제주 서귀포시 안덕면 병악로 166
96,카멜리아힐,테마관광,"4계절 언제나 예쁜 곳 #카멜리아힐 겨울에 가도 예쁠까 했는데 정말 예쁘다. 제주도 놀러오면 꼭 한 번은 들렸으면 하는 곳
인생샷이 찍고 싶으면 주저말고 이곳으로 꼭 꼭 꼭",['#카멜리아힐'],제주 서귀포시 안덕면 병악로 166
97,카멜리아힐,테마관광,#제주 #제주도 #제주여행 #제주도여행 #국내여행 #여행 #서귀포 #카멜리아힐 #동백꽃 #돌하르방,"['#제주', '#제주도', '#제주여행', '#제주도여행', '#국내여행', '#여행', '#서귀포', '#카멜리아힐', '#동백꽃', '#돌하르방']",제주 서귀포시 안덕면 병악로 166
