,place_name,comment,rating,date,userid
41,농부의밥상,"8000원 백반에 옥돔,제육,찌개까지 엄청 실하게 나옵니다 성산에 시골밥상 좋은데 거기보다 더 나음",5,2021.10.05.,김준호
42,대동강초계탕,,5,2021.10.07.,천상비
43,대동강초계탕,너무더워서 근처 식당 검색해 들어갔는데 존맛탱.  초계탕이 진심 명품요리네여… 제주도여행에서 북한음식을 먹어 웃겻지만 너무너무 맛잇엇삼 메밀전에 닭무침을 곁들여 먹는 조합도 최최고 또먹고싶다,5,2021.09.30.,장선미샨메이
44,대동강초계탕,초계탕은 달아서 입에 안맞았는데 세트로 나오는 메밀전이랑 겨자냉채는 맛있었음. 야채 듬뿍 들어있는 만두도 맛있고 특히 평양냉면이 정말 맛있음!!! 개인적으로 우래옥 봉피양보다 맛있었음. 평양냉면이랑 만두 시키는걸 추천. 서울과 비교하면 너무 푸짐하고 저렴함. 집 근처면 자주 갈텐데 제주도에 있는게 아쉽다,5,2021.07.11.,ㅇㅈㅇ
45,대동강초계탕,아주 맛나게 먹었네요  제주 서귀포 가면 꼭 드셔 보세요,5,2021.05.03.,시암
46,대동강초계탕,전화번호아니네요 변경해주세요 064-787-5553,5,2021.02.13.,김경석
47,대동강초계탕,초계탕을 처음 먹어봤는데 슴슴하면서도  계속 생각나는 그런 맛입니다.  사장님도 친절하시고 음식 맛도 좋았습니다.,5,2021.01.27.,장창운
48,대동강초계탕,존맛탱입니다 ,5,2021.01.27.,톤톤
49,대동강초계탕,"북경에서 다녀왔던 북한식당에서 먹었던 그맛! 비교적 저렴하게 맛있고 담백한 특유의 북한음식을 맛볼 수 있는데 특히 1인 15,000원 초계탕코스는 구운닭, 닭무침, 메밀전, 초계탕과 막국수를 내어온다. 좋은 식재료를 요리하기에 무척  가성비도 뛰어나다. 집에서 가까우면 자주가고 싶다.",5,2020.11.23.,허승필
50,대동강초계탕,"더운날.. 초계탕 생각나서 왔어요~! 제주도에서 초계탕 먹을라문.. 여기밖에 없어서..  저는 예전부터 여기 단골집이라 맛의변화를 알기땜에.. 감안하고 먹는데, 처음오시는 분들에게는 평양냉면은 서울맛집으로 가서 사드시라 말하고싶어요(진짜 평양냉면을 하실수 있는 분이지만 그렇게 안하시는듯 해서 안타까움)  추천메뉴",,,
51,대동강초계탕,평양냉면이 너무먹고싶어서 그냥 가까운데 감 일단맛이없지만 너무배가고파 그냥 식초쳐서 배나채우자 먹었는데 다먹고나니 바닥에서나온 파랗고 꼬리부분은빨간피맺힌 날파리 다먹어 어쩔수없지만 할수있으면 토하고싶은심정 말로만미안하고 결제는 다 받으시던데 날파리따윈 별수롭지않게생각하는 위생개념인 곳 인듯,1,2020.10.28.,ㅇㅋ
52,대동강초계탕,평양냉면 육수는 닭육수 인듯.. 들깨가루도 들어가고 김치도 들어감.. 이게 원래 평양냉면인진 모르겠으나 평냉을 좋아라하는 나로선 소소.. 게다가 같이 나온 돼지고기에선 고기 비린내.. 흠.. 찾아서 올만한 곳은 아닌듯..  고기가 오래된간가? 양념고기인디 이렇게 비린내가.. 흠...,2,2020.05.26.,허태경(SUGA) 신문지
53,대동강초계탕,굿. 깔끔. 초계탕에 막국수 까지 같이 나옴. 냉면도 굿.,4,2020.05.13.,담이
54,대동강초계탕,맛있습니다.,5,2020.01.17.,최선생
55,대동강초계탕,이만갑에서 본 이정옥 여사가 요리하는 대동강 초계탕 맛이 궁금해서 작년 5월에 가족여행(8명)을 왔을 때 표선면에 들려 저녁식사로 초계탕을 먹었는데 식구 모두 대만족으로 다음에 오면 또 먹고 싶다고 했다. 올해 가족여행(5명)을 와서 11월 4일 저녁을 중문으로 이전한 대동강에서 초계탕(2인분) + 쟁반(3인분) 을 주문해서 맛 있게 먹고 냉면도 먹고 싶었...,5,2019.11.10.,정우철
56,대동강초계탕,9월 이후엔 중문쪽으로 옮겨가신다는데- 진짜 맛있어여ㅠㅠ,5,2019.08.01.,탐방
57,대동강초계탕,초계막국수 국물이 시원하고 좋습니당,4,2019.06.27.,조희철
58,대동강초계탕,"반신반의하며 들어갔는데, 친절하신 사장님의 음식에 정성을 드리시는게 느껴져 감동스러웠어요~~ 시내에서 멀지만, 또 가고싶은곳!!^^  마지막 메밀차까지 넘나 맛있는!!!",5,2019.05.05.,neoll
59,대동강초계탕,여기 초계국수 맛도 맛이지만 메밀지짐이 크게 한장까지 서비스로 주세요. 혼자가서 1인분 시켜도 메밀지짐이 크게 한장 부쳐주세요. 첨엔 잘못나온 줄 알았어요. 진짜 친절하시고 서비스도 최고고 재방문 할거예요!!!,5,2018.11.16.,SUN
60,대동강초계탕,써비스.친절.맛.양 다 좋았어요. 평양온반 하고 초계막국수(비빔)먹었는데 너무 잘 먹고 갑니다. 가격 또한 착해요~ 번창하세요~,5,2018.11.02.,안상원
61,대동강초계탕,초계막국수도 짱입니다.,5,2018.08.12.,창암
62,대동강초계탕,평양온반이 아주 굿입니다. 국물까지 싹 먹었어요. 깔끔하고 담백하니 맛있는 식사였습니다. 1인이라 초계탕을 못먹었는데 아쉽지 않게 아주 잘 먹었어요. ,5,2018.08.10.,평가는 최악과 최고만
63,대동강초계탕,친절하시고 맛있네요 전 평양온반 강추,5,2018.04.08.,달리자
64,대동강초계탕,이만갑 출연 북한 초계탕,4,2017.12.12.,Ryu용환
65,대동강초계탕,초계막국수 국물이 시원하고 좋습니당,4,2019.06.27.,조희철
66,대동강초계탕,"반신반의하며 들어갔는데, 친절하신 사장님의 음식에 정성을 드리시는게 느껴져 감동스러웠어요~~ 시내에서 멀지만, 또 가고싶은곳!!^^  마지막 메밀차까지 넘나 맛있는!!!",5,2019.05.05.,neoll
67,대동강초계탕,여기 초계국수 맛도 맛이지만 메밀지짐이 크게 한장까지 서비스로 주세요. 혼자가서 1인분 시켜도 메밀지짐이 크게 한장 부쳐주세요. 첨엔 잘못나온 줄 알았어요. 진짜 친절하시고 서비스도 최고고 재방문 할거예요!!!,5,2018.11.16.,SUN
68,대동강초계탕,써비스.친절.맛.양 다 좋았어요. 평양온반 하고 초계막국수(비빔)먹었는데 너무 잘 먹고 갑니다. 가격 또한 착해요~ 번창하세요~,5,2018.11.02.,안상원
69,대동강초계탕,초계막국수도 짱입니다.,5,2018.08.12.,창암
70,소랑밥상,"이 집 싫다. 여주인 불친절 짱.  10월 17일 오전 0930분 2인 된장찌게. 추가 반찬 요구에 불러도 못들은 척, 귀먹어리인 척",1,2021.10.17.,조선배(John Cho)
71,소랑밥상,살다 살다 이런경험은 처음이네요. 너무 불쾌합니다. 장사하는가게에서 사람을 보자마자 겉모습만보고 “됬어요(나가라는식)” 라고하더라구요. 참 이런경우는 처음이네요. 자리도 안쪽에 있었는데 에어컨이 안된다네요. 아무말도 안했는데 혼자 주저리 얘기하시더라구요.  제주도와서 현장일을 하게되어 작업복입고 일하다가 검색해서 찾아서 갔더니 참 진짜..땀좀 흘렸다고… 좀...,1,2021.08.01.,배가꼬로꼬로
72,소랑밥상,밥 맛있었어용 ! 주인아주머니 친절하시고 ㅎㅎ 딱 집밥먹는느낌ㅋㅋ 저랑 일행은 진짜 든든히 먹었네용><,5,2021.07.15.,지원
73,소랑밥상,"오랜만에 왔는데, 옛날같지 않네요. 양이 적고, 짜요.",2,2021.05.09.,ㄱㄱ조성처럼
74,소랑밥상,"리뷰 보고 걱정 한가득 안고 방문함 처음 맞이해주시는 것부터 엄청 친절하게 해주셨음 원래 포장하려고 했는데 핑크막걸리 초록뚜껑보고 홀에서 먹었는데, 모자란 거 있으면 말하라고 세 번이나 말씀하심 불친절은 아예 못느꼈고 음식들도 엄마가 직접 해준 집밥같은 느낌이라 너무 좋았음",5,2021.03.22.,blank
75,소랑밥상,제주도집밥같은 느낌 정말 맛잇게 잘 먹었어요~ 사장님이 손님와도 신경도 안 쓰는데 불친절한데 친절해요 그냥 맛있어서 잘 먹고 감,5,2021.02.02.,맛집만리뷰
76,소랑밥상,그냥 그랬어요 이돈이면 다른곳 가두 될꺼같아요,2,2021.01.02.,ㅇㅋ
77,소랑밥상,,5,2020.12.17.,클라라
78,소랑밥상,된장에 딱새우가 10-15마리는 들어있네요. 흙돼지불고기는 숱불맛이 은은하고 좋네요. 반찬들이 정갈하고 가정식입니다.,5,2020.09.30.,Top of the World
79,소랑밥상,별하나주기도 아까움..홀서빙하시는분..손님을 벌레보듯 하고 불친절함. 절대 비추.. 외지인에게 더 그런듯..현지인에게는 친절함..,1,2020.09.28.,.✿◦.¸¸.Chanslee ♂
80,소랑밥상,아침먹기 괜찮은 가게~,4,2020.09.11.,Kevin
81,소랑밥상,큰 기대 안하고 들어갔는데 딱새우 된장찌개 바닥 다 보이게 먹었네요... ㅠㅠ 불고기도 넘넘 맛있었습니다. 개인적으로는 제주도에서 먹은 음식 탑 5 안에 들어갈 정도로 너무 잘먹었어요 ㅋㅋㅋ 해산물의 시원한 국물을 좋아하시면 입맛에 맞으실겁니다. 서빙 이모님에게 김치 리필 부탁드렸는데 다 나가서 없다고 두부 조림 리필 해주셨는데 전 다 만들어둔거 주시는건줄...,5,2020.08.25.,또비
82,소랑밥상,메뉴는 좋으나 많이 짜요;;;;,2,2020.08.21.,Y
83,소랑밥상,2인셋트(딱새우된장찌개+불고기) 먹었는데 너무너무 맛났어요 밑에 악플이 전혀이해되지않을만큼 이모님도 좋으심(츤데레느낌)  여행중에 먹은 정갈하고 맛난 밥상!딱새우 푸짐하게들어잇어요 ㅋㅋ,5,2020.08.15.,.
84,소랑밥상,돼지 비계 껍데기 구이인줄... 다시 나와서 메뉴판보곤  흑돼지 불고기라는 데에 깜짝 놀랐습니다. 이날 고기가 부족해 비계밖에 없었던가요? 예전 사진들과 확연히 다르네요. 점심세트 8000원 구색 맞추려고 변질된거면 아예 빼는게  그나마 찾아오늘 손님에 대한 예의일것같습니다.,2,2020.07.19.,ㅅㅅ
85,소랑밥상,"짠 딱새우된장찌개, 서빙 직원분 향수냄새(음식다루시는분들이 향수뿌린걸싫어해요 음식냄새만 맡고 싶은데..섞여 맡게 되면 음식냄새랑섞여 ..;) 빼고 다 만족요",4,2020.07.10.,냥덕후
86,소랑밥상,반찬들 모두 아기 먹이기 조앗어요^^ 너무 맛잇구요~~~ 된장국하며 불고기하며 맛나게 잘먹엇습니다!!!,5,2020.06.15.,뀨뀨
87,소랑밥상,맛있는 음식으로 올레길에서 즐거움을 더하세요,4,2020.06.04.,이지연
88,소랑밥상,"코로나 영향 때문인가 저녁시간대 열린 식당이 없어  헤매다 발견한 집인데 너무 맛있게 먹었어요 딱새우된장찌개,흑돼지구이,반찬 하나하나 조미료도 넣지않고 조리한다는데 더욱 감동했습니다^^ 담기회에도 꼭 찾아가고 싶은 집~ ",5,2020.03.25.,Alex
89,소랑밥상,"음식은 깔끔하다. 양은 좀 적다. 거의 본재료만 딱 넣은 모양새. 무엇보다 홀서빙하는 여성이 너무 퉁명하여 메뉴에 대해 묻는 게 무척 눈치 보였다. 대단한 천상의 맛도 아닌데, 굳이 다시 가고 싶지는 않다.",3,2020.03.06.,그저
90,소랑밥상,진짜 맛나요 이 돈주고 먹기 미안할정도로 맛나고 정갈해요 ㅎㅎ 간 너무 세지도 않고요. 점심특선은 1시 반까지로 지금은 바뀌었으니 참고하세요~~,5,2020.01.31.,비치파티
91,소랑밥상,너무맛있었어요 여행중 먹은 집밥!! 최고에요^^,5,2019.12.31.,조양
92,소랑밥상,조미료맛없고 정성가득한 한상이었어요 제주의 맛이 이런맛이구나 싶었던 맛,5,2019.12.29.,mrk
93,소랑밥상,맛있어요, 반찬도good,5,2019.11.10.
94,소랑밥상,여기저기 검색하다 우연히 찾아간 곳인데. 정성껏 차려준 제주 집밥 느낌~ 저희는 딱새우 된장찌게랑 흑돼지숯불고기 먹었는데 맛있게 잘 먹었습니다~,5,2019.10.31.,이광영
95,소랑밥상,조미료 안써서 싱거워서 많이먹게됨(?) ㅋ 다시 가고싶음. 가게 안에 예쁜그림도 좋음.,5,2019.08.20.,TG
96,소랑밥상,점심특선 먹으러 왔는데 서빙하는 아줌마가 다른 테이블에 나가는 차돌된장찌게를 우리 테이블에 줬어요. 왜 딱새우된장찌게가 아니지 하고 몇번이나 궁금해했는데 나중에 옆 테이블 나가면서 된장찌개 안나왔다 하면서 계산도 안받길래 그때야 알았어요. 흑돼지불고기에 차돌된장 ㅋ 고기냄새물려 죽는줄 밥 반도 안먹고 나왔어요. 왼전 비추입니다,1,2019.07.30.,정인길
97,소랑밥상,건강한 맛,5,2019.07.28.,옹기종기
98,소랑밥상,조미료를 안쓴 맛이 확실..닝닝한 듯 건강한 맛 가격은 쫌 비쌈!,4,2019.06.11.,굼벵이
99,소랑밥상,음식도 참 정갈하게 담아주시고 눈에 보기좋은 음식이 맛도있다고 정성 있어보여 더좋았어요 맛은 진짜 기대도안했는데 정말 맛있었고 딱새우된장찌게 딱새우 2~3개도아니고 5개넘게 팍팍넣어주시고 진짜 맛있었습니다. 무엇보다 밑반찬 한개도빠짐 없이 다 맛있었네요 사실 시내쪽이아니라 다른분들이 갈일이 없을거같긴한데 휴애리들리시는분 꼭 가보시길 추천드려요,5,2019.06.08.,이해인
100,소랑밥상,위미항 근처에서 발견한 최고의 맛집 입니다. 저는 딱새우된장 찌개와 흑돼지불고기를 먹었는데요 메인메뉴는 물론이고 반찬 하나하나 정성 듬뿍. 맛도 참 좋아요 무엇보다 가게문 열자마자 부터 여사장님께서 친절하게 대해주세요 더필요하면 밥도 주신다고 하시고 먹는내내 대접받는 느낌이었습니다 번창하세요 위미항 근처에서 밥 먹고싶은 분들께 추천해요^^,5,2019.05.18.,모티브
101,소랑밥상,아기랑 같이와서 딱새우 된장찌개 안맵게 해주시고 계란후라이도 하나해주시네요 감사합니다 맛있네요,5,2019.05.07.,어머나세상에
102,소랑밥상,사장님 너무너무 좋으시고요~ 음식맛 너무너무 정갈합니다!!! 정말호 너무너무 강추합니다!!!  위미항 가시면 꼭 가야하는 맛집입니다~,5,2019.03.21.,김희중
103,소랑밥상,,5,2018.12.30.,가즈아
104,소랑밥상,깔끔하게 맛있어요! 딱새우 된장찌개 강추요 :),4,2018.11.26.,작성자
105,뽀르또,"남자 사장님이 브라질 출신의 이태리 분이예요  이태리서 발레유학중인 여자사장님 만나 제주도로 장가오신분^^   따뜻한 커피가 일품인데,  이태리에서 오신 분이라 카푸치노가 특히 더 맛나요  신혼여행 로마로 가서 퀴리날레 호텔서 먹었던 추억의 맛이 생각나서 제주도 올 때마다 와이프랑 종종 가요  브라질식 코코넛 파이도 딴데서 먹기 힘든 맛이고  왜 안뜨는지 ...",5,2020.08.15.,오승석_daniel
106,뽀르또,"커피  맛있어요. 커피 잘 못드시는분들에게도 어울리는 커피. 아쉽게도  파이를 먹어보지 못했지만 굽는데만 4시간 걸린다는 수제파이가  일품 이랍니다. 지나가다  우연히 찾게된 보물..화,목,토요일만 영업하신다고 함",5,2018.08.23.,Early in the morning
107,뽀르또,,5,2018.08.23.,JEFF KANG
108,더포그레이스호텔앤리조트,10월에 미온수 수영장 운영하면서 이 가격 가능한건가요? 별점이 왜이런지 모르겠지만 1박 5만1천원대에 묵은 저는 가격으로 모든게 이해되던데요. 서비스 기대안했고 수건교환 번거롭지않던데. 애들 놀이시설도 있어서 비온날 숙소내에서 잘 해결했어요.조식도 기대보다 좋았고. 물놀이 매일했네요. 세탁기 건조대 공용주방 전자렌지도 편했고요. 전기차충전기 사용할수있고 ...,4,2021.10.19.,트래블러
109,더포그레이스호텔앤리조트,동네 모텔 수준 방음 이렇게 심한곳 처음와봤네요 직원서비스? 따위 ㅋㅎ,1,2021.10.15.,우여강
110,더포그레이스호텔앤리조트,"아이들과 함께 가족 여행으로 들르신다면 모르겠는데 커플이시라면 그냥 호텔 가세요. 객실 내 수건 반납 해야만 새 수건 받을 수 있구요, 복도 방음 안되서 뛰어다니는 소리 다들리구요, 화장실에서 펌프 도는것 같은 고주파음이 계속 들리고, 침대는 스프링이 하나하나 다 느껴지고, 이불은 무겁고 불편해서 잠 들기 힘들었습니다. 리조트 앞 전기차 충전기는 고장나서 ...",3,2021.10.14.,김병철
111,더포그레이스호텔앤리조트,,5,2021.10.09.,낭
112,더포그레이스호텔앤리조트,아이들과 머물기 최적의 수영장 이었어요 시설도 서비스도 가성비 매우 만족합니다,5,2021.08.30.,nancy hs
113,더포그레이스호텔앤리조트,"아이데리고 오기 좋아요.   공용주방,세탁실,수영장,키즈존 있어 큰도움♡",5,2021.08.24.,grace
114,더포그레이스호텔앤리조트,,3,2021.08.23.,宇宙一波
115,더포그레이스호텔앤리조트,가성비 가족단위로가는곳임 룸컨디션 적당 단 모든 객실서비스는 성 2인기준.. 브런치도 가성비로 좋음.. 주차공간이 많이부족 밤에 밤먹고들어옴 주차자리없음,4,2021.08.17.,淸緣
116,더포그레이스호텔앤리조트,,2,2021.08.01.,전용수
117,더포그레이스호텔앤리조트,"훌륭한 수영장. 미온수.  아이와 함께 여행온다면 강추.  하지만, 방음은 매우취약한. 새벽까지 발망치소리 대박.  아이와 함께 놀러온다면 수영장에서 하루종일 못나갈수 있음",4,2021.07.14.,이민영
118,더포그레이스호텔앤리조트,"직원 서비스 응대 무척 아쉽고, 복도, 실내 청소상태 아쉽고. 그냥 대량 숙소일 뿐.",2,2021.07.09.,느린길
119,더포그레이스호텔앤리조트,화장실 약간 지저분한 것 말고는 괜찮았습니다 수영장 굿굿,4,2021.06.10.,영히
120,더포그레이스호텔앤리조트,,5,2021.06.05.,이미정
121,더포그레이스호텔앤리조트,전체적으로 나쁘지 않았는데 층간소음 저만의 문제가 아니었나봐요 방음 문제 좀심각 수영장에 따뜻한물나와서 썰렁한 날씨에도 잘놀았습니다 그럭저럭 나쁘지않음,3,2021.05.08.,귤단소프트
122,더포그레이스호텔앤리조트,친절은 모르겠고. 친구들 끼리 지나가다 하룻밤 자는곳 별점 낮은데는 이유가 있는거임 참 층간소음 대박 ㅋ,1,2021.04.30.,제임스
123,더포그레이스호텔앤리조트,많은 여행을 다녀 봤지만 이곳 정말 최악입니다 직원들에 불친절함을 기본 베이스로 깔고 가는 곳입니다. 한층에 대략 객실이 30개 정도 있어 보이는데 공동주방 달랑한개 그나마 와이프가 주방 사용하다 물이 새 직원을 불렀더니 죄송하다라는 말 한번 없이 고장이라며 다른층 주방을 쓰라는 당당함으로 주방문을 걸어잠그는 직원분, 가족이 5명이라 5명 예약을 2인용 침...,1,2021.04.23.
124,더포그레이스호텔앤리조트,"돈을 더주고서라도 좋은 숙박시설로 가는 이유를 알게 해준 곳이었습니다. 체크인 후 방바닥이 진득거려서 물티슈로 닦아봤더니 길거리 바닥 수준으로 때가 묻어나오는 것을 보고 기겁을 했네요. 체크인이 저녁 시간이라 다음날에야 청소팀에 얘기해서 청소를 해준다고 하면서 방 교환도 얘기했지만 다른 방이 깨끗하리란 보장도 없고, 3살 아이가 방바닥에 떨어진 바나나를 주...",1,2021.03.28.,용용이
125,더포그레이스호텔앤리조트,방음이 너무 안됩니다 조용한 소리도 다 들림... 화장실 바닥이 너무 미끌거리고요 너무 볼품없는 화장실임. 린스x.치약x.칫솔x ,3,2020.12.12.,🙄
126,더포그레이스호텔앤리조트,,3,2020.10.15.,임호준
127,더포그레이스호텔앤리조트,유아가 놀기에 적당한 수영장 가성비좋은 숙소 ,3,2020.10.09.,이종훈
128,더포그레이스호텔앤리조트,도민 숙소 맛집? 가성비죠!,4,2020.08.18.,술취한피터팬
129,더포그레이스호텔앤리조트,가성비 좋은 숙소! 공용세탁기가 좀 아쉬웠어요~,4,2020.06.23.,보카이
130,더포그레이스호텔앤리조트,"첫날체크인할때 남직원불친절함^^ 연박했는데 하루치만 생수,수건 있길래 전화해서 달라하니 나갈때 로비로 쓴수건은 직접갖고와야 바꿔준다네요ㄱㅋㅋㄱㅋㅋㅋㄱㄱㄱㅋ방음도 하나도 안됨. 수압은쌤",1,2020.06.23.,🍀
131,더포그레이스호텔앤리조트,그냥 모텔 수준 층간소음 심하고 잠만 자고 가는곳인것 같아요,1,2020.04.20.,방글이
