,place_name,comment,rating,date,userid
23,꽃가람,양 너무 창렬이에요 뭄국 시켰는데 밥도 안주시고 돔베고기 25000원시켰는데 이거 서울에서 8000원짜리 수육양보다 적음.여행와서 호갱됨 ㅠㅠ,1,2020.02.06.,이은정
24,꽃가람,,1,2020.01.27.,dlrjsanjel
25,꽃가람,다 문닫아서 여기갔는데.....면이 뿔었어요 그리고 좀 어수선..하고 담백한맛없고 자극적이예요;;,2,2020.01.15.,ontheblue
26,꽃가람,면이 다 퍼졌습니다 그냥 돼지국밥 국물에 고기 조금 들어간 국수입니다 별로네요,1,2019.11.04.,planet
27,꽃가람,초심을 잃었네요 양도 너무 작아졌어요,2,2019.10.27.,ㅎ
28,꽃가람,"고기국수 국물도 맛있고 면도 맛있었어요. 돔베고기도 맛있어요. 그런데 비빔국수는 별로 맛이 없네요.. 그래도 가게 깔끔하고 좋아요. 그리고 주문을 했는데 ""면 삶는데 10분정도 걸려요"" 하길래 기다렸는데 15분쯤 기다렸나..? 그제서야 나왔는데 저희보다 10분 정도 더 늦게 온 사람들하고 고기국수가 동시에 같이 나옴. ㅋㅋ 우리테이블 주문했을때는 딴짓하다가...",2,2019.10.20.,송송
29,꽃가람,맛있어요 국물도 최고,5,2019.10.17.,세은
30,꽃가람,식당도 깨끗하고 주방도 엄청 깨끗하네요. 김치가 국내산이라 놀랬어요. 국수 육수가 끝내줍니다용.,5,2019.10.10.,정아영
31,꽃가람,고기국수 국물맛이 진하고 비빔국수도 간도 적당한게  맛있어요,5,2019.09.21.,띠로리💐
32,꽃가람,아 존맛이요 ㅠㅠㅠㅠㅠㅠ 제 친구는 3박4일동안 고기국수 얘기만 했어요 ㅠㅠ (초성은 :ㅇㅅㅈ) 밥 두그룻 뚝딱 ~~~ 푸하핫!! 다음에 또 갈꺼잰 딱 기다리맨 ~,5,2019.09.20.,정서연
33,꽃가람,"커플세트A  시켰는데...비빔국수,돔베고기는 먹을만 한데 국수고기는 별로예요 면에서 밀가루 맛이 많이 나서 국물만 먹다 남겼어요 맛집이라고는 하지만 근처 아닌 이상 멀리서 찾아 올 정도의 맛은 아니네요",2,2019.08.17.,효린♡주환
34,꽃가람,고기국수 국물이 단백하고 시원하네요,3,2019.08.13.,seachj71
35,꽃가람,깨끗 친절 적당한 가격 그리고 고기국수 국물 맛이 최고였다 또 먹고 싶다,5,2019.08.04.,정송아
36,꽃가람,돔베고기가 맛나요 깔끔해요 반찬이 맛나요 고기국수는많이 아쉽네요 사리곰탕면의 향납니다 몸국 순대국 돔베는괜찮을듯요 ,3,2019.07.26.,미식가
37,꽃가람,"흑돼지 고기국수가 진짜 죽여줍니다. 다른 고기국수집보다 훨씬 맛있어요. 여행왔는데 두번을 여기서 아점 먹었어요. 국물이 아주 뽀얗고 진한데 느끼하지도 않고 담백하고, 국수 면도 텍스처가 좋고 아주 맛있었습니다. 겉절이 김치와 깍두기, 양파 장아찌도 정말 환상적으로 맛있었네요. 계속해서 먹게됩니다. 밥 한그릇 추가해서 말아먹으면 끝내줍니다. 가게 안도 깨끗하...",5,2019.07.14.,고독한 미식가
38,꽃가람,고기국수 7000 비빔국수 7000 맛있다,3,2019.07.02.,훈훈
39,꽃가람,무난,4,2019.05.09.,지나간다
40,꽃가람,"3.5 맛이 없진 않는데, 고기국수는 조금 간이 쎄고 비빔국수는 달아요. ",3,2019.04.30.,서리
41,꽃가람,고기랑 비빔국수 먹었는데 맛있!! ,5,2019.04.26.,연어조하
42,꽃가람,깔끔하고 맛있어요! ,4,2019.04.21.,:p
43,꽃가람,섭지코지 일출봉 근빙에서 괜찮은 식당중 하나 입니다...ㅎㅎ  아침에 해장으로 몸국드시고 일출봉 섭지코지 가면 딱인거 같아요  제주도 4번 와서 2번을 여기서 몸국을 먹었네요 ㅎㅎ  다른 메뉴는 잘 모르겠지만 몸국은 맛있습니다. ^^,4,2019.04.12.,정민 Jung Min~
44,꽃가람,몸국 대존맛 고기국수는 평범했음,4,2019.04.03.,여행자1
45,꽃가람,커플메뉴A로 고기국수+비빔국수+돔베고기 먹었어요! 여기 지인짜 맛있어요!!  제주도 와서 성공한 몇 안되는 맛집이었어요ㅋㅋ 비빔국수 진짜 맛있고 고기국수 국물도 진한 사골국물!! 돔베고기에 돔베가 뭔가했더니 도마라더군요ㅋㅋ 그냥 수육이에요ㅎㅎ 맛있었어요ㅎㅎ 강추!!,5,2019.03.17.,내돈내산
46,꽃가람,국수면이 덜익었는지 입안에 잔여감있고 국물은 MSG 맛  갠적으로 몸국을 좋아해 웬만하면 관대한편인데 맛없었음.. 실망,1,2019.03.10.,mu
47,꽃가람,"고기국수 , 비빔국수, 순대국, 만두까지 다 시켜봤는데 다 맛있어요ㅠㅠㅠ 고기국수 국물 최고!!!!!!",5,2019.02.20.,인생참즐겁다
48,꽃가람,여기는 비빔국수가 최고입니다 ㅋ,5,2019.02.05.,브라이틀니
49,꽃가람,"근처에서 뭐먹나 고민하다 그낭 들렀는데, 깔끔한 육수와 적당한 간으로 정말 맛있게 먹었음.  저녁 8시에 문닫으니 참고하시고, 만두는 속이 초록빛깔입니다.  제주 여행 첫끼가 정말 기분 좋았음!",5,2019.01.25.,김남훈
50,꽃가람,"고기,비빔국수 주문. 우연히 들린집 깔끔한 인테리어 깔끔한 맛. 고기국수 진하지만 잡내도 없고 깔끔한맛. 별 4개반  ",4,2018.12.09.,0101든
51,꽃가람,깨끗하고 서비스 좋고 인심 좋고 맛은 끝 내주고요 단백하고  두 말하면 잔소리 일단 한번 드셔보세요 맛 평가 한 사람:입 맛 까다로운 손님09.11,14:00,5,2017.09.11.
52,화전민촌,"현지인 추천받고 간거였는데 진짜 양도 많으면서 싸고 맛있음 사장님들이 서비스 더 챙겨주셔서 더 좋았고 된장찌개도 집된장으로 만든거라 하셨는데 짜지않고 맛있었음 후식으로 노지 귤까지 주심.. 진심 넷이서 고기 1키로 세트, 된찌, 볶음밥 2개로 배터지게 먹었는데 1인분 가격 계산해보니까 제주도 인스타 맛집가서 해산물 깨알같이 들어간 파스타 먹은거랑 가격 똑같...",5,2020.06.14.,봉봉
53,효돈수제돈까스,너무 맛있었습니다 친절하시고,5,2021.07.05.,xo
54,효돈수제돈까스,"올레6코스 역으로 마치고 쇠소깍에서 나와서 찾아감. 역시 고기도 푸짐하고 돈까스, 샐러드 소스도 정말 맛있다. 매장도 깔끔.",5,2021.07.03.,김은숙
55,효돈수제돈까스,친절하신 직원덕분에 기분 좋게 식사할 수 있는 곳 맛은 그럭저럭 어디서나 쉽게 먹을 수 있는 맛  드신다면 카레돈까스 추천합니다,4,2021.06.30.,유진
56,효돈수제돈까스,"단백 두툼한 등심돈가스, 깔끔한 맛.",4,2021.05.16.,아랑
57,효돈수제돈까스,겉바속촉 돈까스 너무 맛있어요!! 사장님도 너무 친절하고 좋아요~! 또 먹으러갑니다,5,2021.03.28.,호롤로
58,효돈수제돈까스,리얼 jmt 주문받고 거기서 조리해서 더 신선하고 맛잇음 다만 시간이 쫌 그렇지만 10분 정도는 감수 할수 있었던 맛,5,2021.01.17.,yeonoo
59,효돈수제돈까스,올레5코스 끝내고 가기 좋다.,4,2020.12.12.,포도주스
60,효돈수제돈까스,사장님 친절하시고 작지만 가게 깨끗하고요 돈까스도 맛납니다. 무난하게 들리기 좋은곳이이에요,5,2020.12.10.,벨루가
61,효돈수제돈까스,조오온맛 나베돈가스ㅎㅎㅎ매콤한거 땡겼는데 굿굿ㅜ조용하고 사징님 친절하심,5,2020.09.27.,남주혁
62,효돈수제돈까스,내가 먹어 본 나베돈까스 중에서 탑이었다.,5,2020.09.02.,병준
63,효돈수제돈까스,사장님 너무 친절하시고 돈까스가 두툼해서 반먹으면 배부를정도♡♡ 내부도 귀여운 분위기 먹는내내 포장주문하러 오시는분들 많음( 맛있어서)  베케도 꽉차고 히비 안도 어쩌구도 웨이팅으로 못먹어서 속상했는데 여기돈까스로 다풀림♡,5,2020.08.13.,.
64,효돈수제돈까스,"맛은 무난한 동네돈까스집, 가격은 비싼편, 카레돈까스 주문시 카레만 나오고  돈까스소스는 따로 주문해야 함 돈까스 소스 추가시 2000원 (소스는 전부 간장종지) 돈까스+카레+돈까스 소스(추가) 11,500원 ",2,2020.02.16.,강봉제
65,효돈수제돈까스,좋은 고기를 맛있게 튀겨서 적당합니다.,4,2019.12.30.,인생여행
66,효돈수제돈까스,두툼하니 돈까스!,5,2019.12.16.,coco
67,효돈수제돈까스,아기자기한 동네 돈까스집,4,2019.12.16.,민형
68,효돈수제돈까스,카레는 너무 연하고 돈까스도 그저 그랬어요,3,2019.11.05.,제주도민
69,효돈수제돈까스,친절하시고 맛도 엄청맛있습니다. 포장해도 깔끔히 해주시고요 홀에서 먹어도 최고! 쓰다보니 또먹고싶당...,5,2019.08.27.,20대 도민
70,효돈수제돈까스,"정말 맛있엇요~ 전 등심,카레돈까스 먹었는데 둘 다 맛 있구요 특히 카레까스의 카레 소스가 맛있어요 사장님도 정말 친절하세요 ",5,2019.02.09.,그냥
71,효돈수제돈까스,맛도 최고에 사장님 사모님도 친절하시고  이 가격에 이 정도의 퀄리티는 다신 없습니다!,5,2018.11.12.,고상석
72,돌샘호프,,5,2021.08.21.,오상엽
73,제리스펍,"기대안했는데 안주가 너무 맛있어요! 또 한라토닉 세트도 혜자입니다... 다른 칵테일은 가격에 비해 양이 작어 조금 아쉬웠지만, 만족스런 펍!",4,2021.10.16.,mj
74,제리스펍,,5,2021.08.11.,오구리슝
75,제리스펍,서귀포에서 이렇게 분위기 있는 술집 찾기는 어려울듯 안주도 좋고 분위기도 짱 좋음 ㅋㅋㅋ,5,2021.04.26.,$ 로빈 $
76,제리스펍,어머나 요리가 훌륭하네요 ~~~^^,5,2021.04.05.,차윤숙
77,제리스펍,분위기도 좋고 수제맥주도 깔끔하니 맛있어서 2번이 아니라 3번도 재방문 하고싶네요 ㅎㅎ 추천드려요,5,2021.03.22.,Sung
78,제리스펍,분위기좋고 직원분들 너무.너무 친철하게 해줌 포켓볼 무료 좋아요,5,2021.03.09.,지선
79,제리스펍,2016년부터 사랑하는 집 서귀포 생맥주 최고 가성비 술집 Most awesome Hip Pub ever in Seogwi I highly recommend White 화이트 생맥주 강추 또 강추  이제까지 친구 30명쯤 데려가서 한명도 안좋다는 사람 없었음 ,5,2021.03.08.,신산호
80,제리스펍,기본안주 뭔데 맛있죠ㅋㅋ 생맥주 다 맛있었어요 물론 안주도요 !,5,2020.08.02.,제제
81,제리스펍,,4,2020.08.01.,ㅂㄹㅈ
82,제리스펍,서울 기준 고퀄이라고 부르기도 민망,1,2020.06.16.,장미
83,제리스펍,일요일에도 바글바글한 이유가 있다  합리적인가격에 고퀄맛 그리고 분위기  ,5,2020.06.07.,ㄱ.승민
84,제리스펍,칵테일이 좀 아쉬워용ㅠ,4,2020.05.31.,은비☆
85,제리스펍,"우리동네에 생겼으면 좋겟다ㅋㅋ  생맥주, 돈까스, 분위기 장난없음",5,2020.04.26.,..
86,제리스펍,분위기 좋고 포켓볼도 칠수있고 맥주와 안주도 맛있어요.,5,2019.12.20.,이태호
87,제리스펍,정말 최고예요. 제리스펍 맥주 먹고 싶어서 제주도 갑니다. 없어졌으면 어떡하나 걱정했는데 아직 건재해요. 서울에 지점 내주세요. 감사합니다.,5,2019.12.03.,언더
88,제리스펍,Great place to have fun with good food and beers. Staff is very nice!,5,2019.10.30.,기욤
89,제리스펍,,4,2019.07.28.,김도야지
90,제리스펍,,5,2019.01.12.,정민
91,글라글라하와이,코로나 시국에 실내가 좁아 자리가 애매해서 밖에서 먹었는데 오히려 그게 훨신 분위기있고 좋았어요 테이블이  좀작고 동그란 테이블이라 조금 불편했어요 음식은 깔끔하고 맛있고 맥주는 단가가 좀 있어서 비싸게 느껴졌어요,4,2021.10.10.,맛없으면별안줌
92,글라글라하와이,"캐나다에서 유학할 때 먹어본 그 맛,, 피쉬앤칩스 처음 접할 때 신세계였는데 첫 입에 유학시절 상기 시켜준 맛이었어용 은갈치앤칩스는 글라글라에서만 맛 볼 수 있는 최고의 맛인듯",5,2021.10.04.,부루쑤노
93,글라글라하와이,오랜만에 제대로 된 피쉬앤칩스 먹었습니다!! 운전때문에 맥주를 못마셔서 아쉽   ㅜㅜ,5,2021.10.01.,곤이
94,글라글라하와이,"일부러 먼데서 찾아갈만까진 않지만 근방에 있다면 꼭 먹어볼만한 맛. 달고기 튀김이 매우 독특하고 부드러움. 다른분들 평처럼 튀김은 많이 먹으면 물림. 두개째까지는 천상의 맛. 해물찜 소스는 멕시칸 스타일로 평소 먹던 해물찜과 다릅니다만,  매콤달달하니 매우 좋습니다.  함께주는 바게뜨와 조합이 훌륭합니다. 딱새우회는 이제 없습니다 (사라진메뉴)",5,2021.09.25.,Light
95,글라글라하와이,한입 두입까진 당황스러울만큼 맛있는데 계속 먹기엔 너무 느끼한게 단점 여럿이서 오면 더 좋을 것 같다  ★ 절대비추 지인에 가지말라고 할 집 ★★ 재방문의사 없음,평범 혹은 그이하 ★★★ 괜찮음 누가 가자고하면 다시감 ★★★★ 맛있음 재방문의사 있음 ★★★★★ 추천 찐맛집 ,3,2021.09.12.
96,글라글라하와이,"이것저것 메뉴 다 시켜서 먹어보았습니다만, 혹시 영국의 피쉬앤칩스를 생각하고 드신다면 후회하실 확률이 높습니다...  느끼함이 강하고 무엇보다 가격을 비싸게 받기에 어느정도 가성비를 생각하시는 분께는 비추천합니다.  대신 같이 주문한 망고요거트 주스는 맛있었습니다. 그 외에는 거북하고 맛있다는 느낌은 가격에 비해 느끼지 못했습니다.",2,2021.08.26.,경험주의
97,글라글라하와이,음식 줄때 설명해주시니 먹을때 더 맛있게 먹었습니다 특히 한치버거랑 크리미 쉬림프 스프 너무 맛있어요! 달고기 먹을땐 운전을 해야해서 맥주랑 못먹은게 아쉽네요ㅠ  ,5,2021.08.16.,앙마
98,글라글라하와이,하와이안 갈릭쉬림프와 볶음밥을 먹었는데 양이 살~짝 아쉬움..그래도 맛은 있었음 ^^b,4,2021.08.08.,anybody
99,글라글라하와이,"1. 맛 - 달고기 튀김은 살이 탱글하니 맛남 - 튀긴 정도도 적당함, 소스는 평이함 2. 가격 - 가격은 싸지 않음 3. 분위기 - 데이트하기 좋은 곳 4. 접근성 - 모슬포항 바로 옆 위치, 주차 가능 5. 기타","총평 - 포장 가능, 모슬포항 근처 숙소 있다면 술한잔 하기 좋다. ",4,2021.07.27.
100,글라글라하와이,코코쉬림프&칩스 너무 맛있어요ㅠㅠ 또 먹고 싶은 맛!,5,2021.07.17.,이진실
101,글라글라하와이,,4,2021.06.25.,chohu
102,글라글라하와이,흠..머 엄청 맛있다는 아닌듯 코코넛 스무디 추천 ,3,2021.06.12.,메롱
103,글라글라하와이,점심먹고 맛잇어서 저녁에 또감 ㅋㅋ  갠적으론 달고기피시앤칩스가 젤 맛잇엇음  한치버거 ㄱㅊ 포케보울 ㄱㅊ 해물찜 ㄱㅊ 한라봉에이드 그닥,4,2021.05.20.,램쥐
104,글라글라하와이,끝판왕... 제주속에 하와이,5,2021.05.13.,mariam
105,글라글라하와이,주문을 안받음.. 주문 받으러 오는데 30분 넘게 걸렸어요,1,2021.04.24.,제주살이
106,글라글라하와이,,4,2021.03.27.,손오반
107,글라글라하와이,오늘 분위기 하와이,5,2021.03.25.,우상찬
108,글라글라하와이,,5,2021.03.23.,동글동글
109,글라글라하와이,"흠,,, 리뷰가 엄청 좋아서 찾아갔는데 튀김질감은 좋았으나 달고기에서 비린내가 역해서 먹기힘들었어요 심했어요ㅠ ",1,2021.03.17.,💙👋🏻
110,글라글라하와이,피시앤칩스 별로 안 좋아하는데.. 여긴 말해뭐해 그냥 너무 맛있어요.... 고소하고 바삭하고 살도 많고 따끈... 그냥 최고....,5,2021.03.17.,냠냠
111,글라글라하와이,달고기피쉬앤칩스 살앙해욤ㅎㅎ 분위기도 진짜 하와이같고 너무 예뻤어요~ 옆에 카페도 같이 하신다던데 담엔 브라우니 먹으러 꼭 가고싶네염,5,2021.03.04.,살앙해욤
112,글라글라하와이,"완벽합니다...! 아름다운 음식 맛있는 인테리어    피쉬버거, 달고기 앤 칩스, 생맥주 피쉬버거는 여기서 처음 먹어봤는데 정말 맛있었어요 고수 따로 주시는데 같이 먹으면 더 조화가 좋다고 하네요~ 고수 드시는 분은 꼭 같이 먹어보세요!    사이드 메뉴가 좀 더 다양해지면 좋을 것 같아요!  맥주 마시면서 집어먹을 수 있는 소소한 안주로",5,2021.02.24.,y
113,글라글라하와이,제주도 6박여행 동안 3번 갔어요 ㅋㅋ 달고기앤칩스 너무 맛있어서 이틀동안은 포장해서 숙소에서 먹었습니당 그동안 먹었던 생선까스는 생선까스가 아니었습니다... ㅋㅋㅋ 가게도 예쁘고 옆에 같이 하시는 카페 디저트도 다 맛있어요! 피시앤칩스 포장할때마다 케이크도 포장해서 후식으로 먹었습니다 ㅋㅋㅋ ,5,2021.02.13.,뤼롱
114,글라글라하와이,은갈치 앤 칩스 너무 고소하고 맛있어요! 사장님 꼭 번창하세요!,5,2021.01.21.,이연희
115,글라글라하와이,테이크아웃해서 먹었는데 20대인 저랑 동생은 맛있게 먹었어요 완전! 부모님은 한식파셔서ㅋㅋㅋ 젊은애들이 좋아할 맛이라고 하시네요,5,2020.12.12.,Lee
116,글라글라하와이,"시즌으로 추천해주신 방어앤칩스랑 갈릭새우볶음밥 먹었는데, 정말 순식간에 다 먹었네요! 튀김 찍어 먹는 소스가 두가지인데 특히 와사비 소스가 느끼라을 잡아줘서 너무 맛있게 먹었습니다. 볶음밥도 새우 식감도 탱글하고 갈릭 소스도 너무 잘 어울어져 줄어드는게 아까울 정도로 맛있었어요. 그리고 모슬포 감자로 튀긴 감자까지!! 시즈닝이 조즘 짠 느낌은 있었지만 도톰...",4,2020.11.27.,혠님
117,글라글라하와이,모슬포항 맛집.,5,2020.11.09.,왓따부첩
118,글라글라하와이,딱새우회는 별로에요... 시장가면 두팩에 만오천원에 파는데 한팩도 안되는 양에 이만칠천원... 선도도 시장이랑 비슷하구요 신선한 회라면 만족하고 먹겠다만 꼬리 껍질에서 회가 쑥쑥 빠지고 회가 녹는느낌;; 딱새우회는 별로에요 다른거는 괜찮아요 피쉬앤칩스 같은거 드세요,1,2020.11.06.,와파벌레
119,글라글라하와이,그날 들어온 생선의 피쉬앤칩스로 추천해주셔서 싱싱한 재료로 만들어진 요리를 먹을 수 있었어요! 메뉴 물어보면 친절하게 알려주시고 맛있어서 담에 또 갈꺼같아용,4,2020.10.29.,ㅉㄹ
120,글라글라하와이,피시앤칩스 맛집. 코로나 의식해서 포장해서 먹었고 맥주안주로 아주 좋습니다. 대정에서 손꼽히는 맛집^^,5,2020.10.25.,이정혁
121,글라글라하와이,딱세우 회도 맛나고 피쉬앤칩스도 맛나고 해물찜도 너무 맛있어요.포게볼도 완전 맛있어요. 너무 맛있어서 얼굴전체로 먹었네요^^ ,4,2020.10.16.,BK
122,글라글라하와이,피쉬엔칩스 드세요! 제가 이제껏 먹어본 감튀중에 젤로 맛있었습니다,5,2020.10.13.,Dr. P
123,글라글라하와이,맛있습니다. 따뜻할 때 먹는게 더 맛있습니다.,5,2020.10.11.,JJS
124,글라글라하와이,맛있네요,5,2020.10.10.,프로여행러
125,글라글라하와이,그닥...감자도 덜튀기고 근처 횟집에서 회드세요 ^^,1,2020.10.09.,황필립
126,글라글라하와이,볶음밥 포케볼 피쉬앤칩스먹었는데 볶음밥 피쉬앤칩스 맛집입니다. 외국인들이 많이 찾는데 그이유를 알것같아요. 맛있습니다.,5,2020.10.02.,짱구
127,글라글라하와이,,1,2020.09.23.,🌸
128,글라글라하와이,,4,2020.08.13.,김도야지
129,글라글라하와이,2년전에 먹었었는데 피쉬는맛있었는데 칩스는 좀 덜익어서 서걱서걱했던게 기억이나네요,3,2020.08.01.,돼하
130,글라글라하와이,가격대비 양이 좀 적은 느낌인데 퀄리티가 넘 좋네요! 갈치랑 달고기 먹었는데 갈치는 조금 짭쪼름 하긴 한데 갈치맛이 싱싱하게 느껴지고~ 달고기는 포근포근 두툼해서 씹는맛이 최고.. 후식으로 애플파이도 맛있네요 ^^,4,2020.07.29.,아크미
131,글라글라하와이,,5,2020.07.20.,LEE(Jenny's mom)
132,글라글라하와이,밥 먹고 지나가다가 코코넛 스무디 사먹었는데... 기대 이상으로 너무 맛있어서 깜짝 놀람,4,2020.07.11.,정ㄱㅌ
133,글라글라하와이,분위기도 좋고 한치앤칩스가 정말 맛있어요  조금 비싼 감이 있기는 합니다!,4,2020.07.03.,eee
134,글라글라하와이,메뉴 이것저것 많이 시켰는데  달고기가 가장 맛있었습니다  맥주도 그렇고 전체적으로 좀 비싼 감이 있어요,4,2020.06.08.,1초
135,글라글라하와이,해물찜 2 달고기 4 감자튀김 4.5    친절함,3,2020.05.27.,보통사람
136,글라글라하와이,너무맛잇고 분위기좋고 사장님너무친절,5,2020.05.12.,pearl.
137,글라글라하와이,"주차가 매우 힘드므로 도보방문 추천 딱새우회, 달고기&칩스, 갈치&칩스, 수제맥주  딱새우회는 갯수도 많고 간 얼음 위에 담아내어 신선한 느낌을 받을수있다. 같이 데코로 올라온 머리는 도로 가져가서 튀겨 내어준다. 딱새우 특성상 껍질이 단단해 머리튀김은 불호.  달고기와 갈치튀김중엔 달고기가 더 촉촉하고 담백하다. 갈치튀김은 특유의 갈치 냄새가 나서 호불호...",4,2020.05.02.,장피스
138,글라글라하와이,"옆 집 카페 멘도롱을 부부가 같이 하시는 듯. 글라글라 하와이는 하와이 음악, 분위기도 그렇다.  피쉬앤칩스(?)는 첨 먹어보는데 부드럽다. 나무판에 칼질 자국은 누굴까. 이렇게 부드러운 생선튀김에 무지막지한 힘이라니.ㅋ",5,2020.04.24.,forcafe
139,글라글라하와이,생선을 안 느끼하게 잘 튀기는 가게. 베이커리에서 하는 후식도 놀라울 정도로 맛있다 ,5,2020.03.09.,슬슬슬기둥
140,글라글라하와이,지금까지 먹은 음식중 최고예요  음식들 다 맛있네요 그중에서 달고기 &칩스 짱  해산물찜에 감자가 안익어서 아쉬웠지만 다시 오고 싶네요 정말로 외국사람들 많이 오네요^^ 우리 테이블만 한국팀,5,2020.02.16.,김연진
141,글라글라하와이,튀김과 맥주는 진리! 달고기 앤 칩스 강추입니다.,5,2019.12.24.,MCKim
142,글라글라하와이,이집 튀김 잘하네!,4,2019.10.30.,강
143,글라글라하와이,"달고기, 피시앤칩스, 포케 전부 다 처음 먹어보는 음식이었는데 너무 맛있었어요. ",5,2019.08.09.,강현주
144,글라글라하와이,테이블이 4개 정도 되는 아담하고 이국적인 식당입니다.  외국인들 꽤 많이 와서 식사를 즐기는 듯요.   일반 새우 요리들은 꽤 맛있어서 감탄하면서 먹었는데 딱새우 찜은 약간 호불호가 갈릴만 한 맛입니다. 딱새우 보다는 일반 새우 요리 추천합니다.,4,2019.08.03.,초록햇쌀
145,글라글라하와이,제주도 여행 중 최고였던 글라글라하와이!! 음식도 맛있고 가게 분위기도 너무 좋아요^^ 직원분들도 친절하셔서 기분좋았습니다~ 옆 카페를 같이 운영중이신것 같은데 음료도 다양하게 마실수 있어서 좋았어요! 사장님 감사합니다~,5,2019.07.28.,오형우
146,글라글라하와이,피쉬앤칩스-바삭하면서도 얇은 튀김옷과 두툼한 생선살의 조화가 환상적인 곳. 해물찜 - 푸짐한 딱새우로 손이 아프도록 맛잇게 먹었습니다 ㅎㅎ 달콤매콤한 소스도 너무 잘 어울려요  바게뜨빵을 소스에 찍어먹는 건 팁입니다  하와이가 생각나서 가게에서 판매하는 기념품 티셔츠도 여행 중에 잘 입고다녔네요! 추천합니다 ,5,2019.07.28.,윤태호
147,글라글라하와이,음식의 맛...  하와이를 안가보았지만 하와이에있다는 기분을 들게끔하는 해물찜의 맛과 피시앤칩스는 잊을 수 없습니다  잘먹고갑니다 사장님. ,5,2019.07.28.,이수민
148,글라글라하와이,"옆동네에 전복해물탕 먹으러갔다가 맛도없고 특히 지저분해서 심히 충격먹고 나와 돌아다니다가 검색해 우연히 들어간 곳인데 너무너무 맛있었어요. 4인이 해물찜, 쉬림프앤칩스 먹었는데 전부 맛있고 분위기도 좋았어요. 사장님 친절하셨구요. 제주가면 또 방문하고 싶어요",5,2019.07.26.,하명진
149,글라글라하와이,Better than fish and chips in England and the staff are awesome. Definitely come and enjoy.,5,2019.06.30.,james
150,글라글라하와이,,5,2019.04.30.,양파링
