Column1,name,keyword,content,tags,address
47,성산일출봉(UNESCO 세계자연유산),자연,#제주 #여행 #가족과함께,"['#제주', '#여행', '#가족과함께']",제주특별자치도 서귀포시 성산읍 성산리 1
48,성산일출봉(UNESCO 세계자연유산),자연,#제주 #제주도 #성산일출봉,"['#제주', '#제주도', '#성산일출봉']",제주특별자치도 서귀포시 성산읍 성산리 1
49,성산일출봉(UNESCO 세계자연유산),자연,성산일출봉 너무 좋았어요! 멋진 자연경관 ㅠ,"['##힐링', '##미식', '##체험']",제주특별자치도 서귀포시 성산읍 성산리 1
50,성산일출봉(UNESCO 세계자연유산),자연,파일 클릭시 자꾸 앱 튕김으로 글로 남깁니다. 성산일출봉앞에서 가족 셋이 사진도 찍었습니다 스타벅스에서 일해서 성산일출봉 아는 파트너에게 인사도 하러 갈겸 커피도 사마실겸 갔는데 흐리긴 했지만 너무나 기분이 좋았습니다,"['##제주도', '##첫가족여행', '##가족', '##힐링']",제주특별자치도 서귀포시 성산읍 성산리 1
51,성산일출봉(UNESCO 세계자연유산),자연,날씨가 맑은 날 방문해서 아이들과 함께 올랐는데 정말 멋졌어요.,"['#봄', '#힐링', '#가족여행', '#가족', '#걷기']",제주특별자치도 서귀포시 성산읍 성산리 1
52,성산일출봉(UNESCO 세계자연유산),자연,"늦게나마 친구들과 제주도 여행을 갔습니다
이제는 아이들도 다크고
조금 여유를 즐길 시기가 와서
마음의 힐링장소인 성산포에 와서 많은 추억 안고갑니다",[],제주특별자치도 서귀포시 성산읍 성산리 1
53,성산일출봉(UNESCO 세계자연유산),자연,"#엄마와제주여행 #대구에서_제주로
산 오르는걸 싫어하시는 엄마...멀지 않을거라고 꼭 같이 올라야한다며 모시고간 #성산일출봉

푸르른 하늘과 바다...그리고 #세계자연유산_일출봉

#행복가득한_추억을_만들어준_성산일출봉","['#엄마와제주여행', '#대구에서', '#성산일출봉', '#세계자연유산', '#행복가득한']",제주특별자치도 서귀포시 성산읍 성산리 1
54,성산일출봉(UNESCO 세계자연유산),자연,がんばって登ったぞ！寒かったけど、眺めグッド！,[],제주특별자치도 서귀포시 성산읍 성산리 1
55,성산일출봉(UNESCO 세계자연유산),자연,"성산일출봉의 정상 바로 아래에서 쉬면서 본 제주.
올라오는 동안의 땀이 무색할 정도로 눈이 부시는 제주의 풍경에
절로 사진기를 들었습니다^^
셀 수도 없을 만큼 오래된 시간동안
높이 솟은 성산일출봉이 봐온 제주의 풍경은 어땠을까요?
다 알 순 없지만, 짧은여행 기간동안 몸소 눈과 마음으로 함께하려 합니다. 저희와 같이 제주의 이 풍경에 함께하시겠습니까.
#성산일출봉 #제주 #영원히 기억될 소중한 추억 #성산일출봉이 담은 제주의 모습","['#성산일출봉', '#제주', '#영원히', '#성산일출봉이']",제주특별자치도 서귀포시 성산읍 성산리 1
56,성산일출봉(UNESCO 세계자연유산),자연,,[],제주특별자치도 서귀포시 성산읍 성산리 1
57,성산일출봉(UNESCO 세계자연유산),자연,성산일출봉 겉모습,[],제주특별자치도 서귀포시 성산읍 성산리 1
58,성산일출봉(UNESCO 세계자연유산),자연,#제주 겨울 #성산일출봉 #제주겨울,"['#제주', '#성산일출봉', '#제주겨울']",제주특별자치도 서귀포시 성산읍 성산리 1
59,성산일출봉(UNESCO 세계자연유산),자연,멀리 보이는 바다와 완만한 언덕. 욕심을 내자면 계단 끝까지 올라 분화구까지 볼 수 있었다. 운이 좋게 해녀분들이 작업하시는 모습까지 봤다. 이번 여행에서 좋았던 곳 중 한 곳이다.,[],제주특별자치도 서귀포시 성산읍 성산리 1
60,성산일출봉(UNESCO 세계자연유산),자연,"#제주 겨울, #성산일출봉, #성산포, #성산읍, #제주겨울","['#제주', '#성산일출봉', '#성산포', '#성산읍', '#제주겨울']",제주특별자치도 서귀포시 성산읍 성산리 1
61,성산일출봉(UNESCO 세계자연유산),자연,# 겨울 제주 #성산일출봉에서의 다짐 #2018년 승리 #자연의 경이로움 #자연 그대로의 색 #제주 매력,"['#성산일출봉에서의', '#2018년', '#자연의', '#자연', '#제주']",제주특별자치도 서귀포시 성산읍 성산리 1
62,성산일출봉(UNESCO 세계자연유산),자연,"#제주여행 #성산일출봉
답답한 마음에 계획도 없이 혼자 떠난 제주도 여행이였다.사실 휴학하면 뭐라도 해야할 것 같아서 떠난 여행일 수도있었다 여행와서 바다를 하루종일 보고 다녔는데 바다가 너무 이뻐서 아무것도 안해도 그냥 좋았다 그냥 다 좋았다","['#제주여행', '#성산일출봉']",제주특별자치도 서귀포시 성산읍 성산리 1
63,성산일출봉(UNESCO 세계자연유산),자연,#제주겨울 #성산일출봉,"['#제주겨울', '#성산일출봉']",제주특별자치도 서귀포시 성산읍 성산리 1
64,성산일출봉(UNESCO 세계자연유산),자연,#친구랑우정여행#성산일출봉 #겨울#넘나추운것#제주도#jeju#미래제주녀 #매달와도#좋다#행복함#힐링여행#우정여행#셀스타그램 #우정스타그램,"['#친구랑우정여행', '#성산일출봉', '#겨울', '#넘나추운것', '#제주도', '#jeju', '#미래제주녀', '#매달와도', '#좋다', '#행복함', '#힐링여행', '#우정여행', '#셀스타그램', '#우정스타그램']",제주특별자치도 서귀포시 성산읍 성산리 1
65,성산일출봉(UNESCO 세계자연유산),자연,"제주에 오면 꼭 들려봐야하는 명소지요^^ 흐르는 땀방울을 훔치며 올라간 정상에서 펼쳐지는 제주의 바다와 성산일출봉의 분지는 과히 절경이라고 할 수 있어요. 아름다운 제주에서의 일정, 성산일출봉이 빠져선 안되겠죠?",[],제주특별자치도 서귀포시 성산읍 성산리 1
66,성산일출봉(UNESCO 세계자연유산),자연,말이 필요없는 곳이죠. 등산을 싫어하는 일인이지만 한 번쯤은 올라가면 좋을 듯해요. 물론 힘은 들지만 위에서 보는 절경이 최고예요~^^,[],제주특별자치도 서귀포시 성산읍 성산리 1
67,성산일출봉(UNESCO 세계자연유산),자연,책에서만 보다가 아이들과 함께 성산일출봉 올랐는데 오래걸을줄 알았는데 딱 걷기 적당하고 정상에서 올라본 분화구의 모습과 바다경치가 아름다웠습니다.,[],제주특별자치도 서귀포시 성산읍 성산리 1
68,성산일출봉(UNESCO 세계자연유산),자연,"바람이 많이 불어서 올라갈까말까 고민을 하다가 올라갔는데, 올라가서 본 분화구의 모습을 보고 가슴이 먹먹해졌습니다. 너무나도 아름다웠습니다.",[],제주특별자치도 서귀포시 성산읍 성산리 1
69,성산일출봉(UNESCO 세계자연유산),자연,,[],제주특별자치도 서귀포시 성산읍 성산리 1
70,성산일출봉(UNESCO 세계자연유산),자연,,[],제주특별자치도 서귀포시 성산읍 성산리 1
71,성산일출봉(UNESCO 세계자연유산),자연,"대학교 졸업 여행 때 갔던 성산일출봉 가는 길의 여운이 잊혀지지 않습니다.
또 가고 싶네요.
제주~~",[],제주특별자치도 서귀포시 성산읍 성산리 1
72,성산일출봉(UNESCO 세계자연유산),자연,"말이 필요없는 제주 대표 관광지 아닐까요?
제즈가면 무조건 가봐야할 곳!!",[],제주특별자치도 서귀포시 성산읍 성산리 1
73,성산일출봉(UNESCO 세계자연유산),자연,"유네스코 세계자연유산 성산일출봉
#일출봉 #성산일출봉 #유네스코세계자연유산","['#일출봉', '#성산일출봉', '#유네스코세계자연유산']",제주특별자치도 서귀포시 성산읍 성산리 1
74,성산일출봉(UNESCO 세계자연유산),자연,"정말 제주도에서 제일 기억에 남아요. 웅장한 자연의 힘.
올라가기도 힘들었는데 막상 열심히 올라가서 내려다보면 제주를 온몸으로 느낄 수 있답니다. 겨울이라 추울것 같지만 꼭 가보세요!",[],제주특별자치도 서귀포시 성산읍 성산리 1
75,성산일출봉(UNESCO 세계자연유산),자연,봉우리가 많이 높지 않아 조금만 힘을 내면 올라갈 수 있었다.<br>꼭대기에 오르며 본 말의 기름진 몸매가 풍요로운 초원의 한가로움을 떠오르게 하며 멋진 광경을 나에게 선물해 주었다.,[],제주특별자치도 서귀포시 성산읍 성산리 1
76,성산일출봉(UNESCO 세계자연유산),자연,"제주도에 가면 빠지지않고 들르는곳!
아내와 힘겹게 올라가서 바라본 풍경이란 입이 떡 벌어질 정도로 아름답다.
올라가기전 아래서 만나보는 맛집들도 정겹다.
무조건 강추. 이맘때면 바람이 추우니 따뜻한 옷 필수!",[],제주특별자치도 서귀포시 성산읍 성산리 1
77,성산일출봉(UNESCO 세계자연유산),자연,성산일출봉 정상에 올라갔을때 탁트여서 제주도 전경이 한 눈에 내려다 보여서 너무 좋았어요.아이가 좀 더 크면 다시 한 번 더 가보고 싶어요~,[],제주특별자치도 서귀포시 성산읍 성산리 1
78,성산일출봉(UNESCO 세계자연유산),자연,#성산일출봉 #정상찍기 #처음타본보트에서본 성산일출봉 # 눈부시게아름다움 # 자연힐링 #가족여행,"['#성산일출봉', '#정상찍기', '#처음타본보트에서본', '#가족여행']",제주특별자치도 서귀포시 성산읍 성산리 1
79,성산일출봉(UNESCO 세계자연유산),자연,"#가족여행 #제주도 #성산일출봉 여긴 빠질수 없는 코스죠! 정말 돈이 아깝지 않게 정상에 오르면 제주도 그 장관이 말할수 없이 멋있답니다
올라가는길 틀리고 내려오는길 틀려서 절경 도 볼수 있어서 꼭 제주도 하면 성산일출봉 은 꼭 가야하는곳
제 어머니도 몸이 약간 불편하셨지만 함께 정상에서 사진찍으며 안올라왔으면 후회 할뻔 했다고 말씀 하셨답니다
모두 함께 세계자연유산 함께 구경하고 대한민국 제주도 의 아름다움에 빠져 보세요",[],제주특별자치도 서귀포시 성산읍 성산리 1
80,성산일출봉(UNESCO 세계자연유산),자연,4살 딸 아이와 손잡고 성산일출봉으로 올라가는 계단을 밟으면서 중간중간 보이는 경치는 그야말로 예술이었어요^^ 경치 보느라 끝까지올라가면서도 많이 힘들지 않았답니다^^,[],제주특별자치도 서귀포시 성산읍 성산리 1
81,성산일출봉(UNESCO 세계자연유산),자연,#제주 가을 #제주가을 #성산일출봉 #올레길 #갈대 #억새,"['#제주', '#제주가을', '#성산일출봉', '#올레길', '#갈대', '#억새']",제주특별자치도 서귀포시 성산읍 성산리 1
82,성산일출봉(UNESCO 세계자연유산),자연,#제주가을 #제주 가을 #성산일출봉 #종달리해안도로,"['#제주가을', '#제주', '#성산일출봉', '#종달리해안도로']",제주특별자치도 서귀포시 성산읍 성산리 1
83,성산일출봉(UNESCO 세계자연유산),자연,환상적일세,[],제주특별자치도 서귀포시 성산읍 성산리 1
84,성산일출봉(UNESCO 세계자연유산),자연,성산일출봉근처에 많은 유채꽃밭이 있지만 성산일출봉이 잘 보이는 유채꽃밭에서 한컷 한 겨울에 이렇게 이쁜 꽃을 볼수 있을꺼라고 생각도 못했는데 너무 아름답다,[],제주특별자치도 서귀포시 성산읍 성산리 1
85,성산일출봉(UNESCO 세계자연유산),자연,"성산 일출봉은 참으로 아름다운 세계자연의 자랑이며 제주의 자랑스러운 자연경관 입니다.
개인적으로 매년 가다시피 하고는 있지만 본인이 일출봉을 찾을 때 마다 꼭 날씨가 도와주지를 않아 사진 찍는데 무척 애를 먹은 관계로 이번 여행은 날씨를 고려하고 계절을 고려 하여 참으로 아름다운 성산을 사진에 담고 싶다는 생각을 해 보게 됩니다.",[],제주특별자치도 서귀포시 성산읍 성산리 1
86,성산일출봉(UNESCO 세계자연유산),자연,#가을제주 #가족여행 #아빠환갑,"['#가을제주', '#가족여행', '#아빠환갑']",제주특별자치도 서귀포시 성산읍 성산리 1
