,name,keyword,content,tags,address,address1
76,"더럭초등학교(구, 더럭분교)",문화,전날과 전전날 폭풍우로 날씨가 안좋았었는데 돌아가는날 날씨가 엄청좋았던 제주도 더럭분교에서 그 기쁨을 표현한 쩜프!,[],제주특별자치도 제주시 애월읍 하가로 271, 애월읍 
77,"더럭초등학교(구, 더럭분교)",문화,일년에 한번 친구와의 여행,[],제주특별자치도 제주시 애월읍 하가로 272, 애월읍 
78,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 273, 애월읍 
79,"더럭초등학교(구, 더럭분교)",문화,분교에서 축구공,[],제주특별자치도 제주시 애월읍 하가로 274, 애월읍 
80,"더럭초등학교(구, 더럭분교)",문화,너무 이쁜 학교!!,[],제주특별자치도 제주시 애월읍 하가로 275, 애월읍 
81,"더럭초등학교(구, 더럭분교)",문화,사진속 우리는 너무 즐거워요!! 무더운날도 잊고 뛰어놀아요!!,[],제주특별자치도 제주시 애월읍 하가로 276, 애월읍 
82,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 277, 애월읍 
83,"더럭초등학교(구, 더럭분교)",문화,실제로 아이들이 수업하는 분교 더럭분교에서 동심으로 돌아간시간들,[],제주특별자치도 제주시 애월읍 하가로 278, 애월읍 
84,"더럭초등학교(구, 더럭분교)",문화,제주도 여행,[],제주특별자치도 제주시 애월읍 하가로 279, 애월읍 
85,"더럭초등학교(구, 더럭분교)",문화,제주의 상징 귤! 군데군데 보이는 빛깔좋은 열매들,[],제주특별자치도 제주시 애월읍 하가로 280, 애월읍 
86,"더럭초등학교(구, 더럭분교)",문화,몬드리안이 생각나는 더럭분교의 멋진 페인팅,[],제주특별자치도 제주시 애월읍 하가로 281, 애월읍 
87,"더럭초등학교(구, 더럭분교)",문화,알록 달록한 더럭분교 내마음도 더럭! 알록달록,[],제주특별자치도 제주시 애월읍 하가로 282, 애월읍 
88,"더럭초등학교(구, 더럭분교)",문화,비만 잔뜩오다가 맑게 갠 제주도의 3일차 시작을 알린 더럭분교!! 더럭분교는 The Love♥?,[],제주특별자치도 제주시 애월읍 하가로 283, 애월읍 
89,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 284, 애월읍 
90,"더럭초등학교(구, 더럭분교)",문화,제주도에 갈때마다 꼭 들르고 싶은 곳 ㅋ 풍경이 정말 예쁘고 좋았어요 ㅋ,[],제주특별자치도 제주시 애월읍 하가로 285, 애월읍 
91,"더럭초등학교(구, 더럭분교)",문화,"알록달록 더럭분교에서
평일에는 가면은되요??
주말에 잠깐갔다왔지요",[],제주특별자치도 제주시 애월읍 하가로 286, 애월읍 
92,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 287, 애월읍 
93,"더럭초등학교(구, 더럭분교)",문화,"포토존으로 너무나도 유명해진 더럭분교!
벽화를 어쩜저리 이쁘게 꾸며놓은것인지 보기만해도 기분이 업업! 색감이 알록달록하니 사진이 너무 잘나옵니다_ 그래서인지 셀프웨딩 하시는 분들도 많이 보이더라구요~ 평일엔 학생들이 등교하는 실제 학교이니!! 꼭 토요일, 일요일만 방문하셔야해요~",[],제주특별자치도 제주시 애월읍 하가로 288, 애월읍 
94,"더럭초등학교(구, 더럭분교)",문화,"더럭분교는 애월읍 하가리에 있는 작은 초등학교다. 2012년 삼성의 HD 슈퍼 아몰레드 컬러 프로젝트에 선정되면서 지금 같은 모습으로 바뀌었다. 당시 프로젝트에 색채지리학의 창시자인 세계적인 컬러리스트 장 필립 랑클로가 참여했고, 덕분에 더럭분교는 전에 없는 동화 같은 알록달록한 학교로 다시 태어났다.",[],제주특별자치도 제주시 애월읍 하가로 289, 애월읍 
95,"더럭초등학교(구, 더럭분교)",문화,"사진 촬영 명소~
여기 오신분들 모두 인생사진 찍으시길^^",[],제주특별자치도 제주시 애월읍 하가로 290, 애월읍 
96,"더럭초등학교(구, 더럭분교)",문화,친구와 트윈룩입거,[],제주특별자치도 제주시 애월읍 하가로 291, 애월읍 
97,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 292, 애월읍 
98,"더럭초등학교(구, 더럭분교)",문화,"언니와 막내 남동생과 함께한 제주 여행
우리끼리 여행은 이번이 처음이었습니다.
너무나 행복한 추억을 담고 왔던 제주 더럭분교",[],제주특별자치도 제주시 애월읍 하가로 293, 애월읍 
99,"더럭초등학교(구, 더럭분교)",문화,아주 이뻤습니다,[],제주특별자치도 제주시 애월읍 하가로 294, 애월읍 
100,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 295, 애월읍 
101,방주교회,문화,좋아요좋아요좋아요,"['#봄', '#미식', '#애인', '#혼자', '#직장동료']",제주특별자치도 서귀포시 안덕면 산록남로762번길 113, 안덕면 
102,방주교회,문화,"비오는 날의 방주교회, 가볍게 산책하시고 근처에 본태박물관도 같관람하셔도 좋습니다~~","['#제주가을', '#방주교회', '#안도타다오']",제주특별자치도 서귀포시 안덕면 산록남로762번길 114, 안덕면 
103,방주교회,문화,"26개월 아이와 함께한 제주여행, 본태박물관 관람 후 바로 옆 방주교회도 잠깐 들러서","['##5월엔제주', '##아이와함께', '##방주교회']",제주특별자치도 서귀포시 안덕면 산록남로762번길 115, 안덕면 
104,방주교회,문화,#제주가을 #제주방주교회 #건축가이타미준 #노아의방주 물위에 떠 있는 배모양을 형상화해 건축한 방주교회 파란 가을 하늘과 어우러져 더욱 멋스럽다,"['#제주가을', '#제주방주교회', '#건축가이타미준', '#노아의방주']",제주특별자치도 서귀포시 안덕면 산록남로762번길 116, 안덕면 
105,방주교회,문화,"#제주방주교회
#태풍솔릭
지난 8월말 우리가족 제주 여행 가서 둘째날 #제주방주교회 인생샷 남기려 가서 짝은 사진. 사진의 하늘빛이 심상치 않았는데 아니나 다를까 담날 #태풍솔릭 제주도 상륙.
어쩔수 없이 계획에도 없던 1박을 더하게 되어 #2박3일 여행이 #3박4일이 되었네요.
태풍 지나가는 날 제주시내 호텔에서 비바람이 무서워 아무곳도 못가고 편의점 음식으로 1박2일 지내다 비행기 뜨는날 아침일찍 공항에 대기하다가 집으로 무사히 컴백했어요.
#방주교회 인증샷은 오래 오래 간직해야 겠네요.
우리가족 태풍과 함께한 즐거운 3박4일 지난 늦여름 제주여행.","['#제주방주교회', '#태풍솔릭', '#제주방주교회', '#태풍솔릭', '#2박3일', '#3박4일이', '#방주교회']",제주특별자치도 서귀포시 안덕면 산록남로762번길 117, 안덕면 
106,방주교회,문화,#방주교회,['#방주교회'],제주특별자치도 서귀포시 안덕면 산록남로762번길 118, 안덕면 
107,방주교회,문화,"#제주가볼만한곳
#방주교회와핑크뮬리
#핑크뮬리","['#제주가볼만한곳', '#방주교회와핑크뮬리', '#핑크뮬리']",제주특별자치도 서귀포시 안덕면 산록남로762번길 119, 안덕면 
108,방주교회,문화,#여름 #방주교회 #물위에떠있는듯 #아름다운교회,"['#여름', '#방주교회', '#물위에떠있는듯', '#아름다운교회']",제주특별자치도 서귀포시 안덕면 산록남로762번길 120, 안덕면 
109,방주교회,문화,"#제주도여행 #가을 #물위에떠있는듯 #방주교회

교회라고보기엔 너무 멋진 건축물에 반해서 다녀온곳, 물위에 둥둥 떠있는듯한 뷰가 만족했고...
친구들과 사진찍으며 남긴 추억으로 잊지 못할곳중 하나",[],제주특별자치도 서귀포시 안덕면 산록남로762번길 121, 안덕면 
110,방주교회,문화,#제주가을 #방주교회,"['#제주가을', '#방주교회']",제주특별자치도 서귀포시 안덕면 산록남로762번길 122, 안덕면 
111,방주교회,문화,,[],제주특별자치도 서귀포시 안덕면 산록남로762번길 123, 안덕면 
112,방주교회,문화,#제주가을#방주교회,"['#제주가을', '#방주교회']",제주특별자치도 서귀포시 안덕면 산록남로762번길 124, 안덕면 
113,방주교회,문화,#제주가을#방주교회,"['#제주가을', '#방주교회']",제주특별자치도 서귀포시 안덕면 산록남로762번길 125, 안덕면 
114,방주교회,문화,"2박3일 제주 출사~ 둘째날 물위에 떠있는 은빛지붕의 방주교외는 바람에 충추는 억새와 핑크빛 뮬리가
우리들을 반기고 있었다",[],제주특별자치도 서귀포시 안덕면 산록남로762번길 126, 안덕면 
115,방주교회,문화,"#방주교회 #핑크뮬리 #제주핫스팟
어느덧, 걸음마를 떼고 걷는 조카. 핑크뮬리 사이로 드러난 핑크 깔맞춤의 어린이의 해맑은 감성??",[],제주특별자치도 서귀포시 안덕면 산록남로762번길 127, 안덕면 
116,방주교회,문화,방주교회~ 건물도 유명건축가 분이 지으셔서 그런지 멋있었고 정원관리도 잘해놓으셨더라구요^^ 아이랑 시간보내기 너무 좋았어요~~평온한 느낌이요,[],제주특별자치도 서귀포시 안덕면 산록남로762번길 128, 안덕면 
117,방주교회,문화,#방주교회 #핑크뮬리 #핫플레이스,"['#방주교회', '#핑크뮬리', '#핫플레이스']",제주특별자치도 서귀포시 안덕면 산록남로762번길 129, 안덕면 
118,방주교회,문화,"#방주교회. 제주도의 핑크뮬리가 너무 보고싶어서 몇 군데 고민하다 방주교회에 들렀어요. 핑크뮬리밭은 생각보다 아주 조금밖에 없었지만 덕분에 맘에 드는 사진도 찍었고, 방주교회 건축물 자체가 주는 아름다움에도 감동했답니다!",['#방주교회'],제주특별자치도 서귀포시 안덕면 산록남로762번길 130, 안덕면 
119,방주교회,문화,#차에서잠들어버린조카나연이랑부산에서놀러온혜진언니,['#차에서잠들어버린조카나연이랑부산에서놀러온혜진언니'],제주특별자치도 서귀포시 안덕면 산록남로762번길 131, 안덕면 
120,방주교회,문화,"#방주교회
노아의 방주를 떠서 만든 건축물이라 그런지 경건한 느낌!!
물에 떠 있는 노아의 방주 같기도 하고 지붕의 모자이크 색감이 독특해서 아름다웠던..
평안과 함께 정적인 아름다움이 떠돌던곳^^",['#방주교회'],제주특별자치도 서귀포시 안덕면 산록남로762번길 132, 안덕면 
121,방주교회,문화,"넘.. 멋진 곳을 알게 되었답니다...!! 물속에 있는 교회...^
정말 말 그대로 방주교회예요.. 넘! 멋진곳...%",[],제주특별자치도 서귀포시 안덕면 산록남로762번길 133, 안덕면 
122,방주교회,문화,#노아의방주 #아름다운교회,"['#노아의방주', '#아름다운교회']",제주특별자치도 서귀포시 안덕면 산록남로762번길 134, 안덕면 
